id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
DE-112016003692-T5,CIoT-Architektur f?r effiziente Daten?bertragung ,Intel IP Corporation,"Puneet K. Jain, Sneha Nagarajan",2015/8/13,2016/3/24,2018/4/26,,https://patents.google.com/patent/DE112016003692T5/de,https://patentimages.storage.googleapis.com/3d/a5/4f/95bbe892bfbb27/DE112016003692T5_0001.png
DE-112016003949-T5,Webbasierte programmierumgebung f?r eingebettete ger?te ,"Roman Glistvain, Turck Holding Gmbh",Roman Glistvain,2015/8/28,2016/8/24,2018/5/17,,https://patents.google.com/patent/DE112016003949T5/de,https://patentimages.storage.googleapis.com/18/50/eb/002d3b848c5ee1/DE112016003949T5_0001.png
DE-112016003266-T5,Konfiguration von datenpfadgruppen bei drahtlosen netzwerken ,Intel IP Corporation,"Po-Kai Huang, Emily H. Qi",2015/7/21,2016/6/27,2018/4/19,,https://patents.google.com/patent/DE112016003266T5/de,https://patentimages.storage.googleapis.com/09/3d/06/e6765d59406d47/DE112016003266T5_0001.png
DE-102015121666-B3,"Fernsteuerung eines mobilen, autonomen Roboters ",RobArt GmbH,"Reinhard Berlach, Erwin Mascher, Reinhard Vogel, Harold Artes",2015/12/11,2015/12/11,2017/5/24,2017/5/24,https://patents.google.com/patent/DE102015121666B3/de,https://patentimages.storage.googleapis.com/d0/e6/26/1499e4cbe11b41/DE102015121666B3_0002.png
DE-102014012252-A1,Verhindern einer verkehrsanalyse ,Cambridge Silicon Radio Ltd.,Robin Heydon,2014/2/25,2014/8/19,2015/8/27,,https://patents.google.com/patent/DE102014012252A1/de,https://patentimages.storage.googleapis.com/5c/d9/4f/6d81b42bba2d59/DE102014012252A1_0002.png
DE-102015202791-A1,Verfahren zur Firmware-Aktualisierung drahtlos in einem Weitverkehrsnetz ,Robert Bosch Gmbh,Juan Nogueira-Nine,2015/2/17,2015/2/17,2016/8/18,,https://patents.google.com/patent/DE102015202791A1/de,https://patentimages.storage.googleapis.com/b3/cb/d9/1ebd6e1f18e665/DE102015202791A1_0002.png
DE-102015114215-A1,Versorgungssystem und verfahren zum betreiben eines versorgungssystems ,Rwe Ag,"Carsten St?cker, J?rgen Waffner",2015/8/27,2015/8/27,2017/3/2,,https://patents.google.com/patent/DE102015114215A1/de,https://patentimages.storage.googleapis.com/65/e5/a4/c65f3e4599ba86/DE102015114215A1_0002.png
DE-102015222794-A1,Schutzvorrichtung zum Schutz der Privatsph?re einer Person ,Siemens Aktiengesellschaft,Ricarda Weber,2015/11/18,2015/11/18,2017/5/18,,https://patents.google.com/patent/DE102015222794A1/de,https://patentimages.storage.googleapis.com/c6/f3/e5/6fd992160f3bba/DE102015222794A1_0002.png
DE-112015006935-B4,Intelligente Toilette zur Untersuchung der Exkremente ,"Xiamen Brana Design Co., Ltd.",Zhongtang WANG,2015/9/24,2015/9/24,2020/12/10,2020/12/10,https://patents.google.com/patent/DE112015006935B4/de,https://patentimages.storage.googleapis.com/92/e4/18/8613b79dcfd2c1/DE112015006935B4_0001.png
DE-112016000917-B4,Piezoelektrischer Sensor ,Sumitomo Riko Company Limited,"Wataru Takahashi, Hitoshi Yoshikawa",2015/7/16,2016/4/18,2020/12/31,2020/12/31,https://patents.google.com/patent/DE112016000917B4/de,https://patentimages.storage.googleapis.com/48/94/76/cf36c1aeebf56d/DE112016000917B4_0020.png
DE-102015210208-A1,"Verfahren zum Ermitteln einer Zustandsgr??e einer Ventilmembran eines elektronisch gesteuerten und motorisch angetriebenen Membranventils, sowie Membranventilsystem ",Gem? Gebr. M?ller Apparatebau Gmbh & Co. Kommanditgesellschaft,"Gert M?ller, Joachim Brien, Werner Fl?gel",2015/6/2,2015/6/2,2016/12/8,,https://patents.google.com/patent/DE102015210208A1/de,https://patentimages.storage.googleapis.com/06/32/10/37d10aefeb2251/DE102015210208A1_0002.png
DE-112016002120-T5,Entwicklungs- und Vetriebsplattform f?r Software ,Google LLC (n.d.Ges.d. Staates Delaware),"Jeffrey H. Seibert Jr., Wayne Chang",2015/9/2,2016/9/2,2018/3/22,,https://patents.google.com/patent/DE112016002120T5/de,https://patentimages.storage.googleapis.com/a9/93/2b/906124ca8fd215/DE112016002120T5_0002.png
DE-112015006863-T5,Duale Konnektivit?t f?r Zuverl?ssigkeit ,Intel IP Corporation,"Geng Wu, Qian Li",2015/8/31,2015/12/18,2018/5/30,,https://patents.google.com/patent/DE112015006863T5/de,https://patentimages.storage.googleapis.com/af/b4/27/c3cf8ca4b96d67/DE112015006863T5_0001.png
DE-102016206832-A1,Vorrichtung und Verfahren zum Steuern vom Empfangen von Daten ,"Samsung Electronics Co., Ltd.","Shinwoo KANG, Soobok Yeo, Mingoo Kim, Chaehag YI, Juhyuk IM",2015/7/28,2016/4/22,2017/2/2,,https://patents.google.com/patent/DE102016206832A1/de,https://patentimages.storage.googleapis.com/d8/9f/72/08ef81b3327835/DE102016206832A1_0002.png
DE-112016005936-T5,Codefilter f?r Tiefenerfassung mit codiertem Licht in Tiefenbildern ,Intel Corporation,"Vitaly Surazhsky, Michael Bronstein, Alex Bronstein, Ron Kimmel, Erez Sperling, Aviad Zabatani, Ohad MENASHE, David H. Silver",2015/12/22,2016/11/1,2018/10/25,,https://patents.google.com/patent/DE112016005936T5/de,https://patentimages.storage.googleapis.com/cd/b0/28/447e947609f8f1/DE112016005936T5_0013.png
DE-102016217091-A1,Autonomer Kinderwagen und Verfahren zum Steuern desselben ,Hyundai Motor Company,"Dong-Pil Heo, Kyu-Hyung Lim, Chi-Young An, Dong-Hyun Lee, Young-Ki Jeong, Tai-Ho Yang, Ryuk Kim",2015/11/18,2016/9/8,2017/6/1,,https://patents.google.com/patent/DE102016217091A1/de,https://patentimages.storage.googleapis.com/47/69/d2/533a0092b56694/DE102016217091A1_0002.png
DE-102015118831-A1,Methode und Ger?t f?r die gemeinschaftliche Interaktion mit einem Spielzeug als Zentrum ,Mooredoll Inc.,Liou-Tzung Guo,2014/11/4,2015/11/3,2016/5/4,,https://patents.google.com/patent/DE102015118831A1/de,https://patentimages.storage.googleapis.com/ed/25/3b/92a6e881475132/DE102015118831A1_0002.png
DE-112016001336-T5,"Verwendung eines Internets der Dinge um ein physikalisches Objekt zu initiieren, um einen spezifischen Vorgang durchzuf?hren, der eine Interaktion eines Nutzers mit dem physikalischen Objekt verbessert ",International Business Machines Corporation,"Isabel Flores Christina, Romelia Flores, Chung-Yan Kwan Timothy, Scott Hand Leonard, Anson Lau Michael",2015/5/27,2016/5/24,2017/12/7,,https://patents.google.com/patent/DE112016001336T5/de,https://patentimages.storage.googleapis.com/3c/ec/2c/cc0f9125818428/DE112016001336T5_0002.png
DE-112016000291-T5,Sichere Datenverwaltungstechniken ,"Kii, Inc.","Taro Muraoka, Susumu Ishizuka, Makoto Iguchi",2015/1/7,2016/1/7,2017/9/14,,https://patents.google.com/patent/DE112016000291T5/de,https://patentimages.storage.googleapis.com/ef/c1/a0/22ca5207826dcc/DE112016000291T5_0002.png
DE-112016003675-T5,Konfiguration von Messunterrahmen f?r ein Benutzerger?t (UE) ,Intel IP Corporation,"Yang Tang, Tianyan Pu, Anatoliy IOFFE, Rui Huang, Debdeep CHATTERJEE",2015/8/12,2016/8/12,2018/4/26,,https://patents.google.com/patent/DE112016003675T5/de,https://patentimages.storage.googleapis.com/34/dd/ad/1caca0b51758be/DE112016003675T5_0001.png
DE-112016000805-T5,Techniken zum Implementieren von ortsbasierten Vorrichtungsdiensten ,"Kii, Inc.","Makoto Iguchi, Phani Pandrangi, Susumu Ishizuka",2015/2/18,2016/2/18,2017/11/30,,https://patents.google.com/patent/DE112016000805T5/de,https://patentimages.storage.googleapis.com/7a/fd/c4/a26a7a995dfa13/DE112016000805T5_0002.png
DE-112016000290-T5,Techniken zum Teilen von Anwendungen ,"Kii, Inc.","Phani Pandrangi, Makoto Iguchi, Susumu Ishizuka",2015/1/7,2016/1/7,2017/12/21,,https://patents.google.com/patent/DE112016000290T5/de,https://patentimages.storage.googleapis.com/ae/81/22/24188f86b3eeac/DE112016000290T5_0002.png
DE-112016005434-T5,Vorrichtung und Verfahren zum Bestimmen von Benutzeranwesenheit ,"Samsung Electronics Co., Ltd.","Kyungjae KIM, Jieun Kim, Yunjae LIM, Jaewook KIM, Hyunsuk Min, Kwanwoo SONG, Apoorv Kansal, Hogun LIM, Byungcheol YU, Hyejung CHO, Sangsun CHOI, Jaeeun KANG, Changhan Kim, Jongyoub RYU",2015/11/27,2016/11/28,2018/8/16,,https://patents.google.com/patent/DE112016005434T5/de,https://patentimages.storage.googleapis.com/33/49/4a/0f002600947078/DE112016005434T5_0001.png
DE-102016101054-A1,Methods and apparatuses associated with reestablishment of a network connection with a child node ,Intel Corporation,"Prahbu Somasandharam, Pushpamalar Mukilan",2015/2/24,2016/1/21,2016/8/25,,https://patents.google.com/patent/DE102016101054A1/de,https://patentimages.storage.googleapis.com/22/22/ad/7b23b42ef89ad4/DE102016101054A1_0002.png
DE-112016004886-T5,"Vorrichtung, system und verfahren zur kommunikation auf der basis einer beurteilung der kanalfreiheit (cca) in einer oder mehreren richtungen ",Intel IP Corporation,"Laurent Cariou, Carlos Cordeiro",2015/10/26,2016/9/26,2018/7/12,,https://patents.google.com/patent/DE112016004886T5/de,https://patentimages.storage.googleapis.com/26/85/41/93e798a2bc791b/DE112016004886T5_0001.png
DE-112016005746-T5,Faltendes neuronales Netzwerk ,"Analog Devices, Inc.","Eric G. Nestler, Mitra M. OSQUI, Jeffrey G. Bernstein",2015/12/15,2016/12/15,2018/8/23,,https://patents.google.com/patent/DE112016005746T5/de,https://patentimages.storage.googleapis.com/65/6b/af/6f9464460cbb80/DE112016005746T5_0002.png
DE-102016201686-A1,"Bildsignalprozessor und vorrichtungen, die diesen umfassen ","Samsung Electronics Co., Ltd.","Byung-Joon Baek, Kyeong Jong LIM",2015/2/23,2016/2/4,2016/8/25,,https://patents.google.com/patent/DE102016201686A1/de,https://patentimages.storage.googleapis.com/ae/f2/5d/299e648b3f5eb8/DE102016201686A1_0002.png
DE-102015122406-A1,Multiphasenverst?rkerschaltungen und Verfahren zum Erzeugen eines verst?rkten Ausgangssignals ,Intel IP Corporation,"Christian Kranz, Stephan Henzler",2015/12/21,2015/12/21,2017/6/22,,https://patents.google.com/patent/DE102015122406A1/de,https://patentimages.storage.googleapis.com/cd/01/ad/3a43a22aad099e/DE102015122406A1_0007.png
DE-102016116689-A1,Verfahren zum Betreiben einer Zahlungsvorrichtung f?r ein selektives Aktivieren einer Zahlungsfunktion gem?? einer G?ltigkeit eines Host ,"Samsung Electronics Co., Ltd.",Joong Chul Yoon,2015/9/25,2016/9/7,2017/3/30,,https://patents.google.com/patent/DE102016116689A1/de,https://patentimages.storage.googleapis.com/2a/d8/c8/b72cd4e0966930/DE102016116689A1_0002.png
DE-102016120173-A1,"Verfahren zum Codieren von Videodaten, Videocodierer, welcher dasselbe durchf?hrt und elektronisches System mit demselben ","Samsung Electronics Co., Ltd.",Sung-ho Jun,2015/11/16,2016/10/24,2017/5/18,,https://patents.google.com/patent/DE102016120173A1/de,https://patentimages.storage.googleapis.com/ad/6c/b6/7b60541d0f3e98/DE102016120173A1_0002.png
DE-102015223187-A1,"Ein-Chip-Systeme zum Steuern von Leistung mittels Auslastungen, Verfahren zum Betreiben dieser, und Computervorrichtungen, die diese umfassen ","Samsung Electronics Co., Ltd.","Eui Cheol Lim, Chang-Hoon Oh, Dong Hee Han",2014/11/27,2015/11/24,2016/6/2,,https://patents.google.com/patent/DE102015223187A1/de,https://patentimages.storage.googleapis.com/3f/06/b4/0abf2566c7828b/DE102015223187A1_0002.png
DE-102016211518-A1,Vorrichtung und Verfahren zum Steuern von abgehenden Anrufen in einem Fahrzeug ,Hyundai Motor Company,"Tae Myoung Kim, Sang Yong Jung",2015/12/29,2016/6/27,2017/6/29,,https://patents.google.com/patent/DE102016211518A1/de,https://patentimages.storage.googleapis.com/63/52/14/5c6d446409329e/DE102016211518A1_0002.png
DE-102015012569-A1,"Vorrichtung, System und Verfahren zur Unterscheidung zwischen einer IMS-Verbindung und einer Nicht-IMS-Verbindung ",Intel Corporation,"Nitin Gowda Basavarajappa, Deepak Kumar Dash",2014/10/31,2015/9/25,2016/5/4,,https://patents.google.com/patent/DE102015012569A1/de,https://patentimages.storage.googleapis.com/3b/05/73/9b8fd71467d6dd/DE102015012569A1_0002.png
DE-102016114234-A1,Vorrichtung und Verfahren zum Steuern eines Fahrzeugs unter Verwendung eines Benutzerendger?tes ,"Hyundai Mobis Co., Ltd.","Jong Joo KANG, Joung Ho HAN",2015/10/7,2016/8/1,2017/4/13,,https://patents.google.com/patent/DE102016114234A1/de,https://patentimages.storage.googleapis.com/92/27/91/c1601fb60a5c41/DE102016114234A1_0002.png
DE-102016121744-A1,Anomalit?tsanalysesystem und Analyseger?t ,Jtekt Corporation,"Toshiyuki Tsuzuki, Katsushi Kitamura, Koji Kito, Sakon Murayama, Yuki Ishigure",2015/11/16,2016/11/14,2017/5/18,,https://patents.google.com/patent/DE102016121744A1/de,https://patentimages.storage.googleapis.com/10/2e/f1/6e897fdc496d31/DE102016121744A1_0008.png
DE-202015101882-U1,Vorrichtung zum Bereitstellen von Sponsoring-Diensten zwischen Benutzerger?ten ,"Samsung Electronics Co., Ltd.",,2014/11/28,2015/4/16,2015/6/26,,https://patents.google.com/patent/DE202015101882U1/de,https://patentimages.storage.googleapis.com/9f/f7/9f/357dd2fc01e8f1/DE202015101882U1_0002.png
DE-112015004243-T5,Ethernet-Interfacemodul ,"Innovasic, Inc.",Andrew David Alsup,2014/9/20,2015/9/10,2017/8/17,,https://patents.google.com/patent/DE112015004243T5/de,https://patentimages.storage.googleapis.com/37/ee/59/8b14ab5490a800/DE112015004243T5_0002.png
DE-102016212796-A1,"Halbleitervorrichtung mit Struktur zum Verbessern von Spannungsabfall und Vorrichtung, die diese umfasst ","Samsung Electronics Co., Ltd.",Sung-Su Byun,2015/7/16,2016/7/13,2017/1/19,,https://patents.google.com/patent/DE102016212796A1/de,https://patentimages.storage.googleapis.com/17/7c/bd/313ef87ca4aaf6/DE102016212796A1_0002.png
DE-102016117597-A1,Elektromagnetische Bandl?cken-Struktur auf einem Chip zur Rauschunterdr?ckung ,"Taiwan Semiconductor Manufacturing Co., Ltd.","Ming Hsien Tsai, Chien-Min Lin, Fu-Lung Hsueh, Han-Ping Pu, Sa-Lly Liu, Sen-Kuei HSU",2015/11/23,2016/9/19,2017/5/24,,https://patents.google.com/patent/DE102016117597A1/de,https://patentimages.storage.googleapis.com/15/11/a3/45fc4541f4f18d/DE102016117597A1_0004.png
DE-112016004476-T5,Technologien f?r einen nur-ausf?hrungs-transaktionsarbeitsspeicher ,Intel Corporation,"David M. Durham, Men Long, Michael LeMay",2015/10/2,2016/9/2,2018/6/14,,https://patents.google.com/patent/DE112016004476T5/de,https://patentimages.storage.googleapis.com/49/83/3e/df24a934da7a1b/DE112016004476T5_0001.png
DE-102015113927-A1,"Graphikverarbeitungseinheit zum Einstellen eines Detailierungsgrads, Verfahren zum Betreiben derselben und Vorrichtungen mit derselben ","Samsung Electronics Co., Ltd.","Seok-Hoon Kim, Chang Hyo Yu",2014/10/10,2015/8/21,2016/4/14,,https://patents.google.com/patent/DE102015113927A1/de,https://patentimages.storage.googleapis.com/e8/9d/1d/81f1d8e071c977/DE102015113927A1_0002.png
DE-102016116158-A1,"Verfahren zum Betreiben einer CPU und Verfahren zum Betreiben eines Systems, welches die CPU aufweist ","Samsung Electronics Co., Ltd.","Gyeong Taek LEE, Ji Eun Park, Seung Kyu Kim",2015/8/31,2016/8/30,2017/3/2,,https://patents.google.com/patent/DE102016116158A1/de,https://patentimages.storage.googleapis.com/04/a2/ff/9a00757b091eb3/DE102016116158A1_0002.png
DE-102015117768-A1,Graphikverarbeitungseinheit und Vorrichtung mit derselben ,"Samsung Electronics Co., Ltd.","Seok Hoon Kim, Chang Hyo Yu",2014/11/27,2015/10/19,2016/6/2,,https://patents.google.com/patent/DE102015117768A1/de,https://patentimages.storage.googleapis.com/c9/d7/ca/af46bf5ff3bd47/DE102015117768A1_0002.png
DE-112016002714-T5,Erm?glichen der Koexistenz von Langfristiger Entwicklung und WiFi ,"Nec Laboratories America, Inc.","Eugene Chai, Mohammad Khojastepour, Sampath Rangarajan, Karthikeyan Sundaresan, Krishna Garikipati",2015/9/25,2016/9/21,2018/3/1,,https://patents.google.com/patent/DE112016002714T5/de,https://patentimages.storage.googleapis.com/55/80/2c/3ffcb257fade45/DE112016002714T5_0002.png
DE-112015006781-T5,Neuartiger Leuchthelm und Verfahren zum Herstellen desselben ,"Shenzhen Qianhai Livall Iot Technology Co., Ltd.",Kenneth Liu,2015/9/6,2015/12/15,2018/4/19,,https://patents.google.com/patent/DE112015006781T5/de,https://patentimages.storage.googleapis.com/58/b8/4d/3480b3ad3ae72b/DE112015006781T5_0001.png
DE-102015108359-A1,Verfahren und Vorrichtung zur automatischen Validierung von Sicherheitsfunktionen an einem modular aufgebauten Sicherheitssystem ,Phoenix Contact Gmbh & Co. Kg,Steffen Horn,2015/5/27,2015/5/27,2016/12/1,,https://patents.google.com/patent/DE102015108359A1/de,https://patentimages.storage.googleapis.com/da/c3/13/1ad102e28251b0/DE102015108359A1_0002.png
DE-102014202038-A1,Verfahren zum Betreiben eines F?rder- und Dosiersystems ,Robert Bosch Gmbh,Jochen Braun,2014/2/5,2014/2/5,2015/8/6,,https://patents.google.com/patent/DE102014202038A1/de,https://patentimages.storage.googleapis.com/fb/af/be/a80cdc52e0a490/DE102014202038A1_0002.png
DE-112016005266-T5,Schnelle Musterentdeckung f?r Protokollanalyse ,"Nec Laboratories America, Inc.","Biplob Debnath, Jianwu XU, Hui Zhang, Guofei Jiang, Hossein Hamooni",2015/11/17,2016/11/16,2018/8/2,,https://patents.google.com/patent/DE112016005266T5/de,https://patentimages.storage.googleapis.com/51/be/e3/7915c216fb6f34/DE112016005266T5_0010.png
DE-202015102180-U1,Endger?t und Basisstation zur Steuerung eines Verbindungszustandes ,"Samsung Electronics Co., Ltd.",,2014/6/16,2015/4/30,2015/6/8,,https://patents.google.com/patent/DE202015102180U1/de,https://patentimages.storage.googleapis.com/e1/d7/37/8d1179c3c0904c/DE202015102180U1_0003.png
DE-112016005292-T5,Automatischer Abweichungsdetektionsdienst auf heterogenen Protokollstr?men ,"Nec Laboratories America, Inc.","Jianwu XU, Hui Zhang, Nipun Arora, Biplob Debnath, Guofei Jiang",2015/11/18,2016/11/17,2018/9/20,,https://patents.google.com/patent/DE112016005292T5/de,https://patentimages.storage.googleapis.com/3c/db/e2/0e395cac94eb6f/DE112016005292T5_0001.png
DE-112016003117-T5,"Hermetisches Ganzsilicium-Geh?use und Verarbeitung f?r schmale, flache Mikrobatterien ",International Business Machines Corporation,"Paul Andry, Bucknell Webb, Cornelia Kang-l Tsang",2015/8/7,2016/8/2,2018/4/12,,https://patents.google.com/patent/DE112016003117T5/de,https://patentimages.storage.googleapis.com/ef/86/e3/12fecb2f487004/DE112016003117T5_0002.png
DE-112016005914-T5,Organisch zusammensetzbare IDD-Netzwerke ,Intel Corporation,"Ned M. Smith, Nathan Heldt-Sheller",2015/12/22,2016/11/16,2018/9/20,,https://patents.google.com/patent/DE112016005914T5/de,https://patentimages.storage.googleapis.com/a0/25/d9/3accef3148bdd0/DE112016005914T5_0001.png
DE-102016211986-A1,"Cache-koh?rentes System, das master-seitigen Filter umfasst und Datenverarbeitungssystem, das diesen umfasst ","Samsung Electronics Co., Ltd.","Woo Hyung CHUN, Sik Kim, Seong Min Jo, Jae Young Hur",2015/7/1,2016/7/1,2017/1/5,,https://patents.google.com/patent/DE102016211986A1/de,https://patentimages.storage.googleapis.com/4c/67/40/88ae9e1918324e/DE102016211986A1_0002.png
DE-112015006864-T5,Drahtlosen pers?nlichen Netzen zugrundliegende Zellennetze ,Intel IP Corporation,"Qian Li, Geng Wu, Lili Wei, Apostolos Papathanassiou",2015/8/31,2015/12/21,2018/5/17,,https://patents.google.com/patent/DE112015006864T5/de,https://patentimages.storage.googleapis.com/8d/bc/54/c0399c0ddd5f3c/DE112015006864T5_0001.png
DE-202015102198-U1,Vorrichtung f?r einen Profildownload von Gruppenger?ten ,"Samsung Electronics Co., Ltd.",,2015/4/30,2015/4/30,2015/5/28,,https://patents.google.com/patent/DE202015102198U1/de,https://patentimages.storage.googleapis.com/9d/00/41/d8b616d9d6ad74/DE202015102198U1_0002.png
DE-102016100469-A1,Skalierschaltung zum Erzeugen von Bildern verschiedener Aufl?sung aus einem einzelnen Bild und Vorrichtungen mit derselben ,"Samsung Electronics Co., Ltd.","Sung Rae Lee, Seung Hun JEONG",2015/2/12,2016/1/13,2016/8/18,,https://patents.google.com/patent/DE102016100469A1/de,https://patentimages.storage.googleapis.com/0a/5a/70/f7a3769545c85e/DE102016100469A1_0002.png
