Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Renesas Electronics,16.44,5.78,0.5688,7.057,1150,Information Technology,Semiconductors,Asia,Japan,Japan,,Bunsei Kure,http://www.forbes.com/companies/renesas-electronics/,0.080600822,0.098408304
JG Summit Holdings,11.593,4.888,0.6341,13.36,1151,Industrials,Conglomerates,Asia,Philippines,Philippines,,James L. Go,http://www.forbes.com/companies/jg-summit-holdings/,0.047462575,0.129725859
Ball,12.645,9.118,0.225,16.173,1152,Materials,Containers & Packaging,North America,United States,Colorado,Colorado,John A. Hayes,http://www.forbes.com/companies/ball/,0.013912076,0.024676464
Olympus,12.811,6.861,0.5604,8.556,1153,Consumer Discretionary,Consumer Electronics,Asia,Japan,Japan,,Hiroyuki Sasa,http://www.forbes.com/companies/olympus/,0.065497896,0.081679056
Sun Art Retail Group,9.589,15.138,0.3879,8.683,1154,Consumer Staples,Food Retail,Asia,Hong Kong,Hong Kong,,Bruno Robert Mercier,http://www.forbes.com/companies/sun-art-retail-group/,0.0446735,0.025624257
BCI-Banco Credito,7.429,3.003,0.503,46.184,1155,Financials,Major Banks,South America,Chile,Chile,,Eugenio von Chrismar Carvajal,http://www.forbes.com/companies/bci-banco-credito/,0.010891218,0.167499167
CDW,9.234,13.982,0.4244,6.948,1155,Information Technology,Software & Programming,North America,United States,Illinois,Illinois,Thomas E. Richards,http://www.forbes.com/companies/cdw/,0.061082326,0.030353311
Hesteel,7.404,10.846,0.1529,26.768,1155,Materials,Iron & Steel,Asia,China,China,,Gui Yang Li,http://www.forbes.com/companies/hesteel/,0.005712044,0.014097363
Brown-Forman,17.572,2.991,1.045,4.6,1158,Consumer Staples,Beverages,North America,United States,Kentucky,Kentucky,Paul C. Varga,http://www.forbes.com/companies/brown-forman/,0.227173913,0.349381478
Sika,15.44,5.834,0.5716,5.017,1158,Materials,Construction Materials,Europe,Switzerland,Switzerland,,Jan Jenisch,http://www.forbes.com/companies/sika/,0.113932629,0.097977374
Hoya,18.101,4.365,0.7966,5.567,1160,Information Technology,Electronics,Asia,Japan,Japan,,Hiroshi Suzuki,http://www.forbes.com/companies/hoya/,0.143093228,0.182497136
SVB Financial Group,9.54,1.609,0.3827,44.798,1161,Financials,Regional Banks,North America,United States,California,California,Gregory W. Becker,http://www.forbes.com/companies/svb-financial-group/,0.008542792,0.237849596
Genworth Financial,2.016,8.443,-0.273,104.658,1162,Financials,Diversified Insurance,North America,United States,Virginia,Virginia,Thomas J. McInerney,http://www.forbes.com/companies/genworth-financial/,-0.002608496,-0.032334478
Cerner,19.651,4.796,0.6365,5.63,1163,Health Care,Healthcare Services,North America,United States,Missouri,Missouri,Neal L. Patterson,http://www.forbes.com/companies/cerner/,0.113055062,0.132714762
Foot Locker,9.483,7.766,0.664,3.84,1163,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,New York,New York,Richard A. Johnson,http://www.forbes.com/companies/foot-locker/,0.172916667,0.085500901
Mitsubishi Materials,3.797,12.133,0.4984,15.756,1165,Materials,Diversified Metals & Mining,Asia,Japan,Japan,,Hiroshi Yao,http://www.forbes.com/companies/mitsubishi-materials/,0.031632394,0.041078052
Interactive Brokers Group,14.263,1.363,0.084,54.673,1166,Financials,Investment Services,North America,United States,Connecticut,Connecticut,Thomas Pechy Peterffy,http://www.forbes.com/companies/interactive-brokers-group/,0.001536407,0.06162876
Monster Beverage,25.979,3.044,0.7127,4.153,1167,Consumer Staples,Beverages,North America,United States,California,California,Rodney Cyril Sacks,http://www.forbes.com/companies/monster-beverage/,0.171610884,0.23413272
Dover,12.46,6.794,0.5089,10.116,1168,Industrials,Conglomerates,North America,United States,Illinois,Illinois,Robert A. Livingston,http://www.forbes.com/companies/dover/,0.050306445,0.074904327
Intact Financial,9.254,6.655,0.4083,16.785,1169,Financials,Property & Casualty Insurance,North America,Canada,Canada,,Charles Brindamour,http://www.forbes.com/companies/intact-financial/,0.02432529,0.061352367
Global Logistic Properties,9.359,0.881,0.6685,20.543,1170,Financials,Real Estate,Asia,Singapore,Singapore,,Ming Zhi Mei,http://www.forbes.com/companies/global-logistic-properties/,0.032541498,0.758796822
Skyworks Solutions,18.785,3.276,0.8977,4.066,1171,Information Technology,Semiconductors,North America,United States,Massachusetts,Massachusetts,Liam K. Griffin,http://www.forbes.com/companies/skyworks-solutions/,0.220782095,0.274023199
Terna,9.991,2.293,0.7,17.591,1172,Utilities,Electric Utilities,Europe,Italy,Italy,,Luigi Ferraris,http://www.forbes.com/companies/terna/,0.039793076,0.30527693
Tokyo Century,3.54,8.786,0.3779,29.734,1173,Financials,Rental & Leasing,Asia,Japan,Japan,,Toshihito Tamba,http://www.forbes.com/companies/tokyo-century/,0.012709356,0.043011609
Autoliv,8.515,10.074,0.5671,8.234,1174,Consumer Discretionary,Auto & Truck Parts,Europe,Sweden,Sweden,,Jan Carlson,http://www.forbes.com/companies/autoliv/,0.068872966,0.056293429
Hindalco Industries,6.76,15.185,0.0311,22.001,1175,Materials,Aluminum,Asia,India,India,,Satish Pai,http://www.forbes.com/companies/hindalco-industries/,0.001413572,0.002048074
Advance Auto Parts,10.486,9.568,0.4577,8.315,1176,Consumer Discretionary,Specialty Stores,North America,United States,Virginia,Virginia,Tom Greco,http://www.forbes.com/companies/advance-auto-parts/,0.055045099,0.047836538
Ayala,10.696,4.195,0.5478,18.371,1176,Industrials,Conglomerates,Asia,Philippines,Philippines,,"Jaime Augusto Zobel de Ayala, II",http://www.forbes.com/companies/ayala/,0.029818736,0.130584029
Paychex,20.905,3.107,0.8001,7.31,1178,Consumer Discretionary,Business & Personal Services,North America,United States,New York,New York,Martin Mucci,http://www.forbes.com/companies/paychex/,0.109452804,0.257515288
Rockwell Collins,12.939,5.283,0.738,7.709,1178,Industrials,Aerospace & Defense,North America,United States,Iowa,Iowa,Robert Kelly Ortberg,http://www.forbes.com/companies/rockwell-collins/,0.095732261,0.139693356
Oriental Land,19.636,4.339,0.6989,7.065,1180,Consumer Discretionary,Hotels & Motels,Asia,Japan,Japan,,Toshio Kagami,http://www.forbes.com/companies/oriental-land/,0.098924275,0.16107398
Industrial Alliance Insurance,4.545,6.44,0.4181,41.705,1181,Financials,Life & Health Insurance,North America,Canada,Canada,,Yvon Charest,http://www.forbes.com/companies/industrial-alliance-insurance/,0.010025177,0.06492236
Attijariwafa Bank,7.54,3.334,0.4851,42.364,1182,Financials,Regional Banks,Africa,Morocco,Morocco,,Mohamed Kettani,http://www.forbes.com/companies/attijariwafa-bank/,0.01145076,0.1455009
American Water Works,13.845,3.302,0.468,18.482,1183,Utilities,Diversified Utilities,North America,United States,New Jersey,New Jersey,Susan N. Story,http://www.forbes.com/companies/american-water-works/,0.025321935,0.141732283
Motorola Solutions,13.88,6.038,0.559,8.463,1183,Industrials,Aerospace & Defense,North America,United States,Illinois,Illinois,Gregory Q. Brown,http://www.forbes.com/companies/motorola-solutions/,0.066052227,0.092580325
United Rentals,10.405,5.762,0.566,11.988,1183,Financials,Rental & Leasing,North America,United States,Connecticut,Connecticut,Michael J. Kneeland,http://www.forbes.com/companies/united-rentals/,0.047213881,0.098229781
Norwegian Cruise Line Holdings,10.978,4.874,0.6331,12.974,1186,Consumer Discretionary,Hotels & Motels,North America,United States,Florida,Florida,Frank J. Del Rio,http://www.forbes.com/companies/norwegian-cruise-line-holdings/,0.048797595,0.129893311
Harley-Davidson,10.697,5.996,0.6922,9.89,1187,Consumer Discretionary,Recreational Products,North America,United States,Wisconsin,Wisconsin,Matt Levatich,http://www.forbes.com/companies/harley-davidson/,0.069989889,0.115443629
Hess,15.209,4.762,-6.132,28.621,1187,Energy,Oil & Gas Operations,North America,United States,New York,New York,John B. Hess,http://www.forbes.com/companies/hess/,-0.214248279,-1.287694246
Masraf Al Rayan,8.766,0.755,0.5676,25.136,1189,Financials,Regional Banks,Asia,Qatar,Qatar,,Adel Mustafawi,http://www.forbes.com/companies/masraf-al-rayan/,0.022581158,0.751788079
Jiangsu Yanghe Brewery,18.646,2.572,0.879,5.298,1190,Consumer Staples,Beverages,Asia,China,China,,Shoubing Wang,http://www.forbes.com/companies/jiangsu-yanghe-brewery/,0.165911665,0.341757387
Grifols,16.844,4.48,0.6034,10.684,1191,Health Care,Biotechs,Europe,Spain,Spain,,Victor Grifols Deu,http://www.forbes.com/companies/grifols/,0.056476975,0.1346875
Orient Securities,12.189,1.84,0.349,30.565,1192,Financials,Investment Services,Asia,China,China,,Xin Pan,http://www.forbes.com/companies/orient-securities/,0.011418289,0.189673913
Mitsubishi Motors,9.016,17.924,-2.0015,13.342,1193,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,Japan,,Osamu Masuko,http://www.forbes.com/companies/mitsubishi-motors/,-0.15001499,-0.111665923
Origin Energy,9.634,9.015,-1.4979,19.733,1193,Utilities,Electric Utilities,Australia,Australia,Australia,,Frank Calabria,http://www.forbes.com/companies/origin-energy/,-0.075908377,-0.166156406
Qantas Airways,5.282,11.836,0.6363,12.486,1195,Industrials,Airline,Australia,Australia,Australia,,Alan Joseph Joyce,http://www.forbes.com/companies/qantas-airways/,0.050961076,0.053759716
Advanced Info Service,14.995,4.313,0.8692,7.699,1196,Telecommunication Services,Telecommunications services,Asia,Thailand,Thailand,,Somchai Lertsutiwong,http://www.forbes.com/companies/advanced-info-service/,0.112897779,0.201530257
Pentair,11.43,5.708,0.5216,11.535,1197,Industrials,Other Industrial Equipment,Europe,United Kingdom,United Kingdom,,"Randall J. Hogan, III",http://www.forbes.com/companies/pentair/,0.045218899,0.091380519
Industries Qatar,18.397,1.284,0.8116,9.663,1198,Materials,Specialized Chemicals,Asia,Qatar,Qatar,,Saad Sharida Al-Kaabi,http://www.forbes.com/companies/industries-qatar/,0.083990479,0.632087227
Nitto Denko,12.395,6.773,0.5289,7.486,1198,Materials,Diversified Chemicals,Asia,Japan,Japan,,Hideo Takasaki,http://www.forbes.com/companies/nitto-denko/,0.070651884,0.078089473
Arab National Bank,5.306,2.175,0.7609,45.314,1200,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Robert Maroun Eid,http://www.forbes.com/companies/arab-national-bank/,0.01679172,0.34983908
Zijin Mining Group,10.393,11.729,0.276,12.838,1200,Materials,Diversified Metals & Mining,Asia,China,China,,Jing Chen,http://www.forbes.com/companies/zijin-mining-group/,0.021498676,0.023531418
Ricoh,5.82,18.725,0.1442,24.306,1202,Industrials,Business Products & Supplies,Asia,Japan,Japan,,Zenji Miura,http://www.forbes.com/companies/ricoh/,0.005932692,0.007700935
Xerox,7.238,15.612,-0.477,18.145,1202,Industrials,Business Products & Supplies,North America,United States,Connecticut,Connecticut,Jeffrey Jacobson,http://www.forbes.com/companies/xerox/,-0.026288234,-0.03055342
Tenet Healthcare,1.723,19.621,-0.192,24.701,1204,Health Care,Healthcare Services,North America,United States,Texas,Texas,Trevor Fetter,http://www.forbes.com/companies/tenet-healthcare/,-0.007772965,-0.009785434
SCANA,9.347,4.227,0.594,18.707,1205,Utilities,Electric Utilities,North America,United States,South Carolina,South Carolina,Kevin B. Marsh,http://www.forbes.com/companies/scana/,0.03175282,0.140525195
Jiangxi Copper,7.655,30.301,0.1203,12.574,1206,Materials,Diversified Metals & Mining,Asia,China,China,,Zi Ping Long,http://www.forbes.com/companies/jiangxi-copper/,0.009567361,0.003970166
Givaudan,16.626,4.733,0.6537,6.409,1207,Consumer Staples,Household/Personal Care,Europe,Switzerland,Switzerland,,Gilles Andrier,http://www.forbes.com/companies/givaudan/,0.101997191,0.13811536
Liberty Broadband,15.727,0.031,0.9173,9.616,1207,Telecommunication Services,Telecommunications services,North America,United States,Colorado,Colorado,Gregory B. Maffei,http://www.forbes.com/companies/liberty-broadband/,0.095393095,29.59032258
Chiba Bank,5.249,1.874,0.4929,119.929,1209,Financials,Regional Banks,Asia,Japan,Japan,,Hidetoshi Sakuma,http://www.forbes.com/companies/chiba-bank/,0.004109932,0.263020277
Everbright Securities,9.871,1.857,0.454,25.561,1210,Financials,Investment Services,Asia,China,China,,Xin Guo,http://www.forbes.com/companies/everbright-securities/,0.017761433,0.244480345
Smith & Nephew,13.403,4.668,0.801,7.344,1210,Health Care,Medical Equipment & Supplies,Europe,United Kingdom,United Kingdom,,Olivier Jean Bohuon,http://www.forbes.com/companies/smith-nephew/,0.109068627,0.17159383
UCB,14.557,4.622,0.6007,10.771,1212,Health Care,Pharmaceuticals,Europe,Belgium,Belgium,,Jean-Christophe Tellier,http://www.forbes.com/companies/ucb/,0.055770123,0.129965383
Industrivarden,9.275,1.958,1.9214,10.526,1213,Financials,Investment Services,Europe,Sweden,Sweden,,Helena Stjernholm,http://www.forbes.com/companies/industrivarden/,0.182538476,0.981307457
PVH,7.969,8.203,0.549,11.068,1213,Consumer Discretionary,Apparel/Accessories,North America,United States,New York,New York,Emanuel Chirico,http://www.forbes.com/companies/pvh/,0.049602458,0.066926734
ALFA,7.314,15.716,0.1444,16.919,1215,Industrials,Conglomerates,North America,Mexico,Mexico,,Armando Sada,http://www.forbes.com/companies/alfa/,0.008534783,0.009188089
Avnet,5.749,20.848,0.3923,13.256,1216,Information Technology,Electronics,North America,United States,Arizona,Arizona,Bill Joseph Amelio,http://www.forbes.com/companies/avnet/,0.029594146,0.018817153
Lundbergs,8.142,2.262,1.4297,13.447,1217,Financials,Real Estate,Europe,Sweden,Sweden,,Lars Lundberg,http://www.forbes.com/companies/lundbergs/,0.106321113,0.632051282
NRG Energy,5.851,13.103,-0.774,30.355,1217,Utilities,Electric Utilities,North America,United States,New Jersey,New Jersey,Mauricio Gutierrez,http://www.forbes.com/companies/nrg-energy/,-0.02549827,-0.059070442
Shionogi,17.379,3.134,0.8518,5.534,1219,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Motozo Shiono,http://www.forbes.com/companies/shionogi/,0.153921214,0.271793235
Csc Financial,6.799,2.539,0.7491,26.145,1220,Financials,Investment Services,Asia,China,China,,Liang Qi,http://www.forbes.com/companies/csc-financial/,0.02865175,0.295037416
New York Community,6.642,1.858,0.4916,49.088,1221,Financials,Thrifts & Mortgage Finance,North America,United States,New York,New York,Joseph R. Ficalora,http://www.forbes.com/companies/new-york-community/,0.010014668,0.264585576
Naver,24.043,3.467,0.6458,5.275,1222,Information Technology,Computer Services,Asia,South Korea,South Korea,,Seong-Sook Han,http://www.forbes.com/companies/naver/,0.12242654,0.186270551
LARGAN Precision,20.588,1.498,0.7049,3.012,1223,Industrials,Electrical Equipment,Asia,Taiwan,Taiwan,,En Ping Lin,http://www.forbes.com/companies/largan-precision/,0.234030544,0.470560748
Yum China Holdings,11.972,6.752,0.502,3.727,1224,Consumer Discretionary,Restaurants,North America,United States,Texas,Texas,Muktesh Pant,http://www.forbes.com/companies/yum-china-holdings/,0.134692782,0.074348341
Banco De Venezuela,2.512,6.951,2.5421,2.575,1225,Financials,Major Banks,South America,Venezuela,Venezuela,,Rodolfo Torres,http://www.forbes.com/companies/banco-de-venezuela/,0.987223301,0.365717163
CJ Corp,4.378,20.647,0.1922,22.363,1226,Consumer Staples,Food Processing,Asia,South Korea,South Korea,,Chae-Wook Lee,http://www.forbes.com/companies/cj-corp/,0.008594554,0.009308858
CA,13.325,4.033,0.781,11.022,1227,Information Technology,Software & Programming,North America,United States,New York,New York,Michael P. Gregoire,http://www.forbes.com/companies/ca/,0.070858283,0.193652368
Top Frontier Investment Holdings,1.861,14.238,0.0209,28.771,1228,Energy,Oil & Gas Operations,Asia,Philippines,Philippines,,Ramon S. Ang,http://www.forbes.com/companies/top-frontier-investment-holdings/,0.000726426,0.001467903
Qatar Islamic Bank,6.619,1.077,0.5548,38.437,1229,Financials,Regional Banks,Asia,Qatar,Qatar,,Bassel Gamaludin Mohamed Ali,http://www.forbes.com/companies/qatar-islamic-bank/,0.014434009,0.515134633
Canara Bank,2.833,7.51,-0.3982,85.126,1230,Financials,Regional Banks,Asia,India,India,,Rakesh Sharma,http://www.forbes.com/companies/canara-bank/,-0.004677772,-0.053022636
Mosaic,10.127,7.163,0.2978,16.841,1230,Materials,Specialized Chemicals,North America,United States,Minnesota,Minnesota,James Calvin O'Rourke,http://www.forbes.com/companies/mosaic/,0.017683035,0.041574759
Shinsei Bank,4.649,2.962,0.5174,79.004,1232,Financials,Regional Banks,Asia,Japan,Japan,,Shigeki Toma,http://www.forbes.com/companies/shinsei-bank/,0.006549035,0.174679271
Braskem,7.916,13.81,-0.1362,15.87,1233,Materials,Specialized Chemicals,South America,Brazil,Brazil,,Fernando Musa,http://www.forbes.com/companies/braskem/,-0.008582231,-0.009862419
Rural Electrification,5.65,3.685,0.8693,32.239,1234,Utilities,Electric Utilities,Asia,India,India,,Penumaka Venkata Ramesh,http://www.forbes.com/companies/rural-electrification/,0.026964236,0.235902307
Alexion Pharmaceuticals,26.032,3.033,0.3944,13.253,1235,Health Care,Biotechs,North America,United States,Connecticut,Connecticut,Ludwig N. Hantson,http://www.forbes.com/companies/alexion-pharmaceuticals/,0.0297593,0.130036268
Aramark,8.98,14.441,0.3198,10.384,1236,Consumer Discretionary,Restaurants,North America,United States,Pennsylvania,Pennsylvania,Eric J. Foss,http://www.forbes.com/companies/aramark/,0.030797381,0.022145281
Bank of Zhengzhou,3.431,2.505,0.6027,52.687,1237,Financials,Regional Banks,Asia,China,China,,Da Fan,http://www.forbes.com/companies/bank-of-zhengzhou/,0.011439254,0.240598802
Manpower,6.598,19.654,0.4437,7.574,1238,Consumer Discretionary,Business & Personal Services,North America,United States,Wisconsin,Wisconsin,Jonas Prising,http://www.forbes.com/companies/manpower/,0.058581991,0.022575557
Yes Bank,11.04,2.484,0.3864,24.953,1239,Financials,Regional Banks,Asia,India,India,,Rana Kapoor,http://www.forbes.com/companies/yes-bank/,0.015485112,0.155555556
Dexia,0.373,0.393,0.417,224.42,1240,Financials,Major Banks,Europe,Belgium,Belgium,,Wouter Devriendt,http://www.forbes.com/companies/dexia/,0.001858123,1.061068702
Masco,10.718,7.357,0.485,5.137,1240,Materials,Construction Materials,North America,United States,Michigan,Michigan,Keith J. Allman,http://www.forbes.com/companies/masco/,0.094413082,0.06592361
Torchmark,8.969,3.934,0.5492,21.436,1242,Financials,Life & Health Insurance,North America,United States,Texas,Texas,Gary L Coleman,http://www.forbes.com/companies/torchmark/,0.025620452,0.139603457
Proximus,10.424,6.448,0.5785,8.561,1243,Telecommunication Services,Telecommunications services,Europe,Belgium,Belgium,,Dominique Leroy,http://www.forbes.com/companies/proximus/,0.067573882,0.089717742
X5 Retail Group,8.744,15.815,0.3393,7.875,1244,Consumer Staples,Food Retail,Europe,Netherlands,Netherlands,,Igor Shekhterman,http://www.forbes.com/companies/x5-retail-group/,0.043085714,0.021454316
RSA Insurance Group,7.459,9.252,0.0756,23.338,1245,Financials,Property & Casualty Insurance,Europe,United Kingdom,United Kingdom,,Stephen Alan Michael Hester,http://www.forbes.com/companies/rsa-insurance-group/,0.003239352,0.008171206
Air Canada,2.695,11.078,0.6612,11.27,1246,Industrials,Airline,North America,Canada,Canada,,Calin Rovinescu,http://www.forbes.com/companies/air-canada/,0.058669033,0.059685864
KLA-Tencor,15.131,3.263,0.8637,5.094,1246,Information Technology,Semiconductors,North America,United States,California,California,Richard P. Wallace,http://www.forbes.com/companies/kla-tencor/,0.169552415,0.264695066
Valeant Pharmaceuticals,3.333,9.674,-2.4094,43.529,1248,Health Care,Pharmaceuticals,North America,Canada,Canada,,Joseph C. Papa,http://www.forbes.com/companies/valeant-pharmaceuticals/,-0.055351605,-0.249059334
3i Group,9.108,0.644,2.3913,8.416,1249,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,Simon A. Borrows,http://www.forbes.com/companies/3i-group/,0.284137357,3.713198758
Bank of India,2.307,6.99,-0.9476,93.115,1250,Financials,Major Banks,Asia,India,India,,Dina Bandhu Mohapatra,http://www.forbes.com/companies/bank-of-india/,-0.010176663,-0.135565093
Check Point Software,18.043,1.741,0.7248,5.218,1251,Information Technology,Software & Programming,Asia,Israel,Israel,,Gil Shwed,http://www.forbes.com/companies/check-point-software/,0.138903795,0.416312464
Taiwan Cooperative Financial,5.939,1.988,0.4268,103.675,1252,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Shih Lang Lin,http://www.forbes.com/companies/taiwan-cooperative-financial/,0.004116711,0.214688129
Community Health Systems,1.016,18.438,-1.72,21.944,1253,Health Care,Healthcare Services,North America,United States,Tennessee,Tennessee,Wayne T. Smith,http://www.forbes.com/companies/community-health-sys/,-0.078381334,-0.093285606
Huntington Ingalls Industries,9.43,7.068,0.573,6.947,1253,Industrials,Aerospace & Defense,North America,United States,Virginia,Virginia,Mike Petters,http://www.forbes.com/companies/huntington-ingalls-industries/,0.082481647,0.08106961
PGE Polska Grupa Energetyczna,5.281,7.088,0.6509,16.164,1255,Utilities,Electric Utilities,Europe,Poland,Poland,,Henryk Baranowski,http://www.forbes.com/companies/pge-polska-grupa-energetyczna/,0.040268498,0.091831264
Sekisui Chemical,7.792,9.782,0.5165,8.084,1256,Industrials,Construction Services,Asia,Japan,Japan,,Naofumi Negishi,http://www.forbes.com/companies/sekisui-chemical/,0.063891638,0.052801063
Brenntag,8.82,11.613,0.3986,7.817,1257,Materials,Specialized Chemicals,Europe,Germany,Germany,,Steven E. Holland,http://www.forbes.com/companies/brenntag/,0.050991429,0.034323603
Bombardier,3.557,16.34,-1.0142,22.826,1258,Industrials,Aerospace & Defense,North America,Canada,Canada,,Alain M. Bellemare,http://www.forbes.com/companies/bombardier/,-0.044431788,-0.062068543
Coty,12.738,5.4,-0.011,21.891,1259,Consumer Staples,Household/Personal Care,North America,United States,New York,New York,Camillo Pane,http://www.forbes.com/companies/coty-inc/,-0.00050249,-0.002037037
Genting,7.896,4.433,0.5181,20.63,1259,Consumer Discretionary,Casinos & Gaming,Asia,Malaysia,Malaysia,,Kok Thay Lim,http://www.forbes.com/companies/genting/,0.025113912,0.116873449
Bank Of Guiyang,5.664,1.788,0.5536,53.576,1261,Financials,Regional Banks,Asia,China,China,,,http://www.forbes.com/companies/bank-of-guiyang/,0.010332985,0.309619687
PotashCorp,14.15,4.462,0.3347,17.255,1262,Materials,Specialized Chemicals,North America,Canada,Canada,,Jochen E. Tilk,http://www.forbes.com/companies/potashcorp/,0.019397276,0.075011206
W&W-Wüstenrot,1.826,7.117,0.2577,75.903,1263,Financials,Investment Services,Europe,Germany,Germany,,Alexander Erdland,http://www.forbes.com/companies/ww-wustenrot/,0.003395123,0.036209077
Sojitz,3.073,13.91,0.3166,18.079,1264,Industrials,Trading Companies,Asia,Japan,Japan,,Yoji Sato,http://www.forbes.com/companies/sojitz/,0.017512031,0.022760604
Darden Restaurants,10.3,7.026,0.4949,4.68,1265,Consumer Discretionary,Restaurants,North America,United States,Florida,Florida,"Gene Lee, Jr.",http://www.forbes.com/companies/darden-restaurants/,0.105747863,0.070438372
Sunac China Holdings,5.868,5.524,0.3674,42.188,1266,Industrials,Construction Services,Asia,China,China,,Meng De Wang,http://www.forbes.com/companies/sunac-china-holdings/,0.008708638,0.066509776
Unicharm,14.474,6.543,0.4062,6.101,1266,Consumer Staples,Household/Personal Care,Asia,Japan,Japan,,Takahisa Takahara,http://www.forbes.com/companies/unicharm/,0.066579249,0.062081614
Ctrip.com International,25.141,2.885,-0.2235,20.781,1268,Consumer Discretionary,Business & Personal Services,Asia,China,China,,Jane Jie Sun,http://www.forbes.com/companies/ctrip-international/,-0.010755017,-0.077469671
Jyske Bank,4.788,2.318,0.4596,83.226,1269,Financials,Regional Banks,Europe,Denmark,Denmark,,Anders Christian Dam,http://www.forbes.com/companies/jyske-bank/,0.005522313,0.198274374
China Life Insurance (Taiwan),3.397,7.55,0.2936,41.07,1270,Financials,Life & Health Insurance,Asia,Taiwan,Taiwan,,Yu Ling Kuo,http://www.forbes.com/companies/china-life-insurance-taiwan/,0.00714877,0.038887417
Dai Nippon Printing,7.199,13.03,0.2916,14.38,1270,Consumer Discretionary,Printing & Publishing,Asia,Japan,Japan,,Yoshitoshi Kitajima,http://www.forbes.com/companies/dai-nippon-printing/,0.020278164,0.022379125
CIT Group,8.799,4.351,-0.8609,64.17,1272,Financials,Consumer Financial Services,North America,United States,New York,New York,Ellen Rose Alemany,http://www.forbes.com/companies/cit-group/,-0.013415926,-0.19786256
IndusInd Bank,13.149,2.267,0.3492,21.175,1272,Financials,Regional Banks,Asia,India,India,,Romesh Sat Pal Sobti,http://www.forbes.com/companies/indusind-bank/,0.016491145,0.154036171
Banca MPS,,5.887,-3.5853,161.828,1274,Financials,Regional Banks,Europe,Italy,Italy,,Marco Morelli,http://www.forbes.com/companies/banca-mps/,-0.022155004,-0.609019874
Bed Bath & Beyond,5.776,12.216,0.6851,6.846,1274,Consumer Discretionary,Specialty Stores,North America,United States,New Jersey,New Jersey,Steven H. Temares,http://www.forbes.com/companies/bed-bath-beyond/,0.100073035,0.056082187
Bank of Chongqing,2.704,2.748,0.5294,53.688,1276,Financials,Regional Banks,Asia,China,China,,Wei Gan,http://www.forbes.com/companies/bank-of-chongqing/,0.009860677,0.192649199
Marathon Oil,13.775,4.078,-2.14,31.094,1277,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Lee M. Tillman,http://www.forbes.com/companies/marathon-oil/,-0.068823567,-0.524767043
East West Bancorp,7.448,1.313,0.4317,34.848,1278,Financials,Regional Banks,North America,United States,California,California,Dominic Ng,http://www.forbes.com/companies/east-west-bancorp/,0.012388085,0.328789033
Nitori Holdings,15.075,4.738,0.5542,4.36,1279,Consumer Discretionary,Specialty Stores,Asia,Japan,Japan,,Akio Nitori,http://www.forbes.com/companies/nitori-holdings/,0.127110092,0.116969185
Yamato Holdings,8.341,13.347,0.3406,9.974,1280,Industrials,Trucking,Asia,Japan,Japan,,Makoto Kigawa,http://www.forbes.com/companies/yamato-holdings/,0.034148787,0.025518843
Cosco Shipping,7.856,10.669,-1.5053,17.217,1281,Industrials,Other Transportation,Asia,China,China,,Zun Wu Xu,http://www.forbes.com/companies/cosco-shipping/,-0.087431027,-0.141091011
SKF Group,8.914,8.501,0.4654,9.522,1282,Industrials,Other Industrial Equipment,Europe,Sweden,Sweden,,Alrik Danielson,http://www.forbes.com/companies/skf-group/,0.048876286,0.0547465
GAIL India,10.181,8.322,0.3439,11.036,1283,Utilities,Natural Gas Utilities,Asia,India,India,,Bhuwan Chandra Tripathi,http://www.forbes.com/companies/gail-india/,0.031161653,0.041324201
PulteGroup,7.381,7.591,0.5977,10.178,1284,Industrials,Construction Services,North America,United States,Georgia,Georgia,Ryan R. Marshall,http://www.forbes.com/companies/pultegroup/,0.0587247,0.078737979
Signature Bank,7.592,1.365,0.3963,39.2,1284,Financials,Regional Banks,North America,United States,New York,New York,Joseph J. DePaolo,http://www.forbes.com/companies/signature-bank/,0.010109694,0.29032967
AGL Energy,13.804,8.608,0.2721,10.704,1286,Utilities,Electric Utilities,Australia,Australia,Australia,,Andy Vesey,http://www.forbes.com/companies/agl-energy/,0.025420404,0.03161013
Latam Airlines,7.965,8.985,0.0718,19.198,1286,Industrials,Airline,South America,Chile,Chile,,Enrique Miguel Cueto Plaza,http://www.forbes.com/companies/latam-airlines/,0.003739973,0.007991096
AutoNation,4.051,21.609,0.4305,10.282,1288,Consumer Discretionary,Specialty Stores,North America,United States,Florida,Florida,Michael J. Jackson,http://www.forbes.com/companies/autonation/,0.041869286,0.019922255
Doosan,1.609,14.3,-0.1473,23.733,1289,Industrials,Construction Services,Asia,South Korea,South Korea,,Jae-Gyung Lee,http://www.forbes.com/companies/doosan/,-0.006206548,-0.010300699
