Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Grupo Inbursa,13.26,3.214,0.7385,25.763,937,Financials,Regional Banks,North America,Mexico,Mexico,,Javier Izquierdo,http://www.forbes.com/companies/grupo-inbursa/,0.02866514,0.22977598
PKO Bank Polski,8.228,3.759,0.6918,67.598,938,Financials,Regional Banks,Europe,Poland,Poland,,Piotr Sadownik,http://www.forbes.com/companies/pko-bank-polski/,0.010234031,0.184038308
Taisei,8.092,13.346,0.5252,13.469,939,Industrials,Construction Services,Asia,Japan,Japan,,Takashi Yamauchi,http://www.forbes.com/companies/taisei/,0.038993244,0.039352615
St Jude Medical,17.21,5.644,0.713,12.552,940,Health Care,Medical Equipment & Supplies,North America,United States,Minnesota,Minnesota,Michael Rousseau,http://www.forbes.com/companies/st-jude-medical/,0.056803697,0.126328845
JM Smucker,15.098,7.436,0.4059,16.282,941,Consumer Staples,Food Processing,North America,United States,Ohio,Ohio,Richard Smucker,http://www.forbes.com/companies/jm-smucker/,0.02492937,0.054585799
Power Grid of India,11.496,2.857,0.8253,25.939,942,Utilities,Electric Utilities,Asia,India,India,,Indu Jha,http://www.forbes.com/companies/power-grid-of-india/,0.031816955,0.288869443
HCL Technologies,17.911,5.916,1.1794,6.441,943,Information Technology,Software & Programming,Asia,India,India,,Anant Gupta,http://www.forbes.com/companies/hcl-technologies/,0.183108213,0.199357674
Ultrapar Participacoes,11.453,22.649,0.4501,5.299,944,Energy,Oil & Gas Operations,South America,Brazil,Brazil,,Thilo Mannhardt,http://www.forbes.com/companies/ultrapar-participacoes/,0.084940555,0.019872842
Crown Castle International,29.621,3.698,0.4667,21.718,945,Telecommunication Services,Telecommunications services,North America,United States,Texas,Texas,W Moreland,http://www.forbes.com/companies/crown-castle-international/,0.021489087,0.126203353
Canara Bank,1.724,7.954,0.4685,89.377,946,Financials,Regional Banks,Asia,India,India,,Rakesh Sharma,http://www.forbes.com/companies/canara-bank/,0.005241841,0.058901182
VakifBank,4.49,6.235,0.7193,66.916,947,Financials,Regional Banks,Europe,Turkey,Turkey,,Halil Aydogan,http://www.forbes.com/companies/vakifbank/,0.010749298,0.115364876
Banco De Venezuela,1.238,3.472,2.5421,67.039,948,Financials,Regional Banks,South America,Venezuela,Venezuela,,Rodolfo Torres,http://www.forbes.com/companies/banco-de-venezuela/,0.037919718,0.732171659
Inner Mongolia Yili,13.254,9.564,0.737,6.103,949,Consumer Staples,Food Processing,Asia,China,China,,Gang Pan,http://www.forbes.com/companies/inner-mongolia-yili/,0.120760282,0.077059808
Lotte Chemical,9.21,10.349,0.8769,9.78,950,Materials,Specialized Chemicals,Asia,South Korea,South Korea,,Soo-Young Huh,http://www.forbes.com/companies/lotte-chemical/,0.089662577,0.084732824
Braskem,5.158,14.155,0.9401,15.156,951,Materials,Specialized Chemicals,South America,Brazil,Brazil,,Fernando Musa,http://www.forbes.com/companies/braskem/,0.06202824,0.066414694
Finatis,0.305,51.943,-0.0787,49.299,952,Consumer Staples,Food Retail,Europe,France,France,,Didier Lévêque,http://www.forbes.com/companies/finatis/,-0.001596381,-0.001515122
Bank of Greece,0.218,2.17,1.2895,177.673,953,Financials,Regional Banks,Europe,Greece,Greece,,Yannis Stournaras,http://www.forbes.com/companies/bank-of-greece/,0.007257715,0.594239631
Uni-President,10.288,13.105,0.4443,12.146,954,Consumer Staples,Food Processing,Asia,Taiwan,Taiwan,,Chih Lo,http://www.forbes.com/companies/uni-president/,0.036579944,0.03390309
CGI Group,14.48,8.152,0.7652,8.732,955,Information Technology,Computer Services,North America,Canada,Canada,,Michael Roach,http://www.forbes.com/companies/cgi-group/,0.087631699,0.093866536
Qingdao Haier,7.522,12.939,0.676,11.858,956,Consumer Discretionary,Household Appliances,Asia,China,China,,Hai Liang,http://www.forbes.com/companies/qingdao-haier/,0.057007927,0.05224515
LabCorp,12.432,8.68,0.4361,14.222,957,Health Care,Healthcare Services,North America,United States,North Carolina,North Carolina,David King,http://www.forbes.com/companies/labcorp/,0.03066376,0.050241935
Raiffeisen Bank International,4.631,7.878,0.419,124.302,958,Financials,Regional Banks,Europe,Austria,Austria,,Karl Sevelda,http://www.forbes.com/companies/raiffeisen-bank-international/,0.003370823,0.053186088
Investec,7.051,5.052,0.4965,63.165,959,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,Stephen Koseff,http://www.forbes.com/companies/investec/,0.007860366,0.09827791
Mediobanca,7.022,3.261,0.7211,77.724,960,Financials,Regional Banks,Europe,Italy,Italy,,Alberto Nagel,http://www.forbes.com/companies/mediobanca/,0.009277701,0.221128488
Universal Health,12.569,9.043,0.6802,9.634,960,Health Care,Healthcare Services,North America,United States,Pennsylvania,Pennsylvania,Alan Miller,http://www.forbes.com/companies/universal-health/,0.07060411,0.075218401
Voestalpine,6.274,12.547,0.69,14.7,962,Materials,Iron & Steel,Europe,Austria,Austria,,Wolfgang Eder,http://www.forbes.com/companies/voestalpine/,0.046938776,0.054993225
China National Nuclear Power,17.092,2.994,0.4011,39.42,963,Utilities,Electric Utilities,Asia,China,China,,Hua Chen,http://www.forbes.com/companies/china-national-nuclear-power/,0.010175038,0.133967936
Guangzhou R&F,4.562,7.018,0.9969,28.294,964,Financials,Real Estate,Asia,China,China,,Li Zhang,http://www.forbes.com/companies/guangzhou-rf/,0.035233618,0.142049017
Mohawk Industries,14.536,8.072,0.6151,9.942,965,Consumer Discretionary,Furniture & Fixtures,North America,United States,Georgia,Georgia,Jeffrey Lorberbaum,http://www.forbes.com/companies/mohawk-industries/,0.061868839,0.076201685
Amcor,13.644,9.333,0.6619,8.177,966,Materials,Containers & Packaging,Australia,Australia,Australia,,Ron Delia,http://www.forbes.com/companies/amcor/,0.080946557,0.07092039
WestRock,10.342,12.548,-0.0715,24.831,967,Materials,Containers & Packaging,North America,United States,Georgia,Georgia,Steven Voorhees,http://www.forbes.com/companies/westrock/,-0.002879465,-0.005698119
Fidelity National Financial,9.066,9.151,0.527,14.092,968,Financials,Property & Casualty Insurance,North America,United States,Florida,Florida,Raymond Quirk,http://www.forbes.com/companies/fidelity-national-financial/,0.037397105,0.057589334
Annaly Capital Management,9.461,1.159,0.4666,75.191,969,Financials,Real Estate,North America,United States,New York,New York,Kevin Keyes,http://www.forbes.com/companies/annaly-capital-management/,0.00620553,0.402588438
Infineon Technologies,15.799,6.901,0.7263,9.506,969,Information Technology,Semiconductors,Europe,Germany,Germany,,Reinhard Ploss,http://www.forbes.com/companies/infineon-technologies/,0.076404376,0.105245617
Cincinnati Financial,10.616,5.194,0.634,19.297,971,Financials,Diversified Insurance,North America,United States,Ohio,Ohio,Steven Johnston,http://www.forbes.com/companies/cincinnati-financial/,0.032854848,0.12206392
Turkish Airlines,3.422,10.542,1.0974,16.323,971,Industrials,Airline,Europe,Turkey,Turkey,,Temel Kotil,http://www.forbes.com/companies/turkish-airlines/,0.067230289,0.104097894
CBRE Group,10.201,10.856,0.5471,11.018,973,Financials,Real Estate,North America,United States,California,California,Robert Sulentic,http://www.forbes.com/companies/cbre-group/,0.04965511,0.050396094
Boston Scientific,26.759,7.477,-0.239,18.133,974,Health Care,Medical Equipment & Supplies,North America,United States,Massachusetts,Massachusetts,Michael Mahoney,http://www.forbes.com/companies/boston-scientific/,-0.013180389,-0.031964692
Zimmer Holdings,22.818,5.998,0.071,27.22,975,Health Care,Medical Equipment & Supplies,North America,United States,Indiana,Indiana,David Dvorak,http://www.forbes.com/companies/zimmer-holdings/,0.002608376,0.011837279
Onex,6.365,21.029,-0.9421,35.81,976,Financials,Investment Services,North America,Canada,Canada,,Gerald Schwartz,http://www.forbes.com/companies/onex/,-0.026308294,-0.044800038
Newmont Mining,16.568,7.789,0.089,24.553,977,Materials,Diversified Metals & Mining,North America,United States,Colorado,Colorado,Gary Goldberg,http://www.forbes.com/companies/newmont-mining/,0.003624812,0.011426371
Boston Properties,19.876,2.489,0.5827,18.379,978,Financials,Real Estate,North America,United States,Massachusetts,Massachusetts,Owen Thomas,http://www.forbes.com/companies/boston-properties/,0.031704663,0.234110084
Suntory Beverage & Food,13.541,11.407,0.3507,12.34,979,,,Asia,Japan,Japan,,Nobuhiro Torii,http://www.forbes.com/companies/suntory-beverage-food/,0.028419773,0.03074428
Suning Appliance,12.563,21.473,0.1388,13.563,980,Consumer Discretionary,Specialty Stores,Asia,China,China,,Jian Li,http://www.forbes.com/companies/suning-appliance/,0.010233724,0.006463931
Mediatek,11.132,6.716,0.8175,10.694,981,Information Technology,Semiconductors,Asia,Taiwan,Taiwan,,Ming Tsai,http://www.forbes.com/companies/mediatek/,0.076444735,0.121724241
China Coal Energy,9.241,9.198,-0.4003,39.58,982,Materials,Diversified Metals & Mining,Asia,China,China,,Yan Li,http://www.forbes.com/companies/china-coal-energy/,-0.010113694,-0.043520331
Goodyear,8.653,16.443,0.307,16.439,983,Consumer Discretionary,Auto & Truck Parts,North America,United States,Ohio,Ohio,Richard Kramer,http://www.forbes.com/companies/goodyear/,0.018675102,0.018670559
SDIC Power Holdings,6.678,4.901,0.8635,28.375,984,Utilities,Electric Utilities,Asia,China,China,,Gang Hu,http://www.forbes.com/companies/sdic-power-holdings/,0.030431718,0.176188533
Grupa PZU,7.811,5.292,0.621,26.42,985,Financials,Property & Casualty Insurance,Europe,Poland,Poland,,Dariusz Krzewina,http://www.forbes.com/companies/grupa-pzu/,0.023504921,0.117346939
Grupo Bimbo,13.492,13.77,0.329,11.559,986,Consumer Staples,Food Processing,North America,Mexico,Mexico,,Daniel Montull,http://www.forbes.com/companies/grupo-bimbo/,0.02846267,0.02389252
BAIC Motor,5.415,13.369,0.5298,19.618,987,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,China,,He Xu,http://www.forbes.com/companies/baic-motor/,0.027005811,0.039628992
C.H. Robinson Worldwide,10.895,13.476,0.5097,3.184,988,Industrials,Other Transportation,North America,United States,Minnesota,Minnesota,John Wiehoff,http://www.forbes.com/companies/ch-robinson-worldwide/,0.160081658,0.037822796
MGM Resorts,12.529,9.19,-0.4477,25.215,989,Consumer Discretionary,Casinos & Gaming,North America,United States,Nevada,Nevada,James Murren,http://www.forbes.com/companies/mgm-resorts/,-0.017755304,-0.048715996
Whole Foods Market,9.661,15.546,0.525,6.236,990,Consumer Staples,Food Retail,North America,United States,Texas,Texas,John Mackey and Walter Robb,http://www.forbes.com/companies/whole-foods-market/,0.084188582,0.033770745
Bed Bath & Beyond,8.039,12.104,0.8415,6.499,991,Consumer Discretionary,Specialty Stores,North America,United States,New Jersey,New Jersey,Steven Temares,http://www.forbes.com/companies/bed-bath-beyond/,0.129481459,0.069522472
ConAgra Foods,19.455,12.915,-0.5928,13.187,991,Consumer Staples,Food Processing,North America,United States,Nebraska,Nebraska,Sean Connolly,http://www.forbes.com/companies/conagra-foods/,-0.044953363,-0.045900116
Beijing Enterprises,6.839,7.759,0.731,16.099,993,Utilities,Natural Gas Utilities,Asia,Hong Kong,Hong Kong,,Si Zhou,http://www.forbes.com/companies/beijing-enterprises/,0.045406547,0.094213172
Shimizu,7.207,13.795,0.4403,14.392,993,Industrials,Construction Services,Asia,Japan,Japan,,Yoichi Miyamoto,http://www.forbes.com/companies/shimizu/,0.030593385,0.031917361
Daito Trust Construction,11.212,11.66,0.5434,5.551,995,Industrials,Construction Services,Asia,Japan,Japan,,Naomi Kumakiri,http://www.forbes.com/companies/daito-trust-construction/,0.097892272,0.046603774
Arrow Electronics,5.829,23.282,0.4977,13.022,996,Information Technology,Electronics,North America,United States,Colorado,Colorado,Michael Long,http://www.forbes.com/companies/arrow-electronics/,0.038219935,0.021377029
Nordstrom,8.921,14.438,0.6,7.698,997,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,Washington,Washington,Enrique Hernandez,http://www.forbes.com/companies/nordstrom/,0.077942323,0.041557002
Keyence,36.511,3.082,1.1088,8.963,998,Information Technology,Electronics,Asia,Japan,Japan,,Akinori Yamamoto,http://www.forbes.com/companies/keyence/,0.12370858,0.359766385
Cencosud,7.981,16.875,0.3541,14.277,999,Consumer Discretionary,Specialty Stores,South America,Chile,Chile,,Jaime Bottinelli,http://www.forbes.com/companies/cencosud/,0.024802129,0.020983704
Fortis (Canada),8.7,5.258,0.6292,21.285,1000,Utilities,Electric Utilities,North America,Canada,Canada,,Barry Perry,http://www.forbes.com/companies/fortis-canada/,0.029560724,0.119665272
Spectra Energy,21.67,5.194,0.196,32.923,1000,Energy,Oil Services & Equipment,North America,United States,Texas,Texas,Gregory Ebel,http://www.forbes.com/companies/spectra-energy/,0.005953285,0.037735849
NEC,6.597,23.81,0.2881,20.761,1002,Information Technology,Electronics,Asia,Japan,Japan,,Takashi Niino,http://www.forbes.com/companies/nec/,0.013876981,0.012099958
Transocean,3.939,7.386,0.781,26.329,1002,Energy,Oil Services & Equipment,Europe,Switzerland,Switzerland,,Jeremy Thigpen,http://www.forbes.com/companies/transocean/,0.029663109,0.10574059
Henry Schein,14.033,10.63,0.4791,6.505,1004,Health Care,Medical Equipment & Supplies,North America,United States,New York,New York,Stanley Bergman,http://www.forbes.com/companies/henry-schein/,0.073651038,0.045070555
Mitsubishi Motors,4.446,18.619,0.7957,12.148,1005,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,Japan,,Osamu Masuko,http://www.forbes.com/companies/mitsubishi-motors/,0.065500494,0.042735915
Avnet,5.756,27.351,0.5665,11.302,1006,Information Technology,Electronics,North America,United States,Arizona,Arizona,Richard Hamada,http://www.forbes.com/companies/avnet/,0.050123872,0.020712223
Finmeccanica,7.116,14.41,0.265,28.5,1006,Industrials,Aerospace & Defense,Europe,Italy,Italy,,Mauro Moretti,http://www.forbes.com/companies/finmeccanica/,0.009298246,0.018390007
Quest Diagnostics,10.684,7.517,0.747,10.097,1008,Health Care,Healthcare Services,North America,United States,New Jersey,New Jersey,Stephen Rusckowski,http://www.forbes.com/companies/quest-diagnostics/,0.073982371,0.099374751
Schroders,9.955,3.177,0.7141,26.677,1009,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,Timothy Mayopoulos,http://www.forbes.com/companies/schroders/,0.026768377,0.224771797
TDK,8.09,9.658,0.5891,12.584,1009,Information Technology,Electronics,Asia,Japan,Japan,,Takehiro Kamigama,http://www.forbes.com/companies/tdk/,0.046813414,0.060996065
Dr Pepper Snapple Group,16.214,6.264,0.764,8.869,1011,Consumer Staples,Beverages,North America,United States,Texas,Texas,Larry Young,http://www.forbes.com/companies/dr-pepper-snapple/,0.086142744,0.121966794
TUI,8.286,22.404,0.2945,14.76,1012,Consumer Discretionary,Business & Personal Services,Europe,Germany,Germany,,Friedrich Joussen,http://www.forbes.com/companies/tui/,0.019952575,0.013144974
PTT Global Chemical,8.203,11.772,0.5982,10.492,1013,Materials,Diversified Chemicals,Asia,Thailand,Thailand,,Supattanapong Punmeechaow,http://www.forbes.com/companies/ptt-global-chemical/,0.057014868,0.050815494
Hershey,19.465,7.387,0.513,5.344,1014,Consumer Staples,Food Processing,North America,United States,Pennsylvania,Pennsylvania,John Bilbrey,http://www.forbes.com/companies/hershey/,0.095995509,0.069446325
TCL Corp,6.772,16.427,0.326,19.239,1015,Consumer Discretionary,Consumer Electronics,Asia,China,China,,Dong Li,http://www.forbes.com/companies/tcl-corp/,0.016944748,0.019845377
Founder Securities,9.636,0.927,0.6815,27.798,1016,Financials,Investment Services,Asia,China,China,,Jie Lei,http://www.forbes.com/companies/founder-securities/,0.024516152,0.735167206
Carlsberg,14.691,9.716,-0.435,18.428,1017,Consumer Staples,Beverages,Europe,Denmark,Denmark,,Cees't Hart,http://www.forbes.com/companies/carlsberg/,-0.023605383,-0.044771511
Fiserv,21.862,5.254,0.712,9.34,1017,Information Technology,Software & Programming,North America,United States,Wisconsin,Wisconsin,Jeffery Yabuki,http://www.forbes.com/companies/fiserv/,0.076231263,0.135515797
Korea Gas,3.147,23.019,0.282,36.148,1019,Utilities,Natural Gas Utilities,Asia,South Korea,South Korea,,Seung-Hun Lee,http://www.forbes.com/companies/korea-gas/,0.007801261,0.012250749
Rockwell Automation,15.128,6.167,0.798,6.42,1019,Industrials,Other Industrial Equipment,North America,United States,,,Keith Nosbusch,http://www.forbes.com/companies/rockwell-automation/,0.124299065,0.129398411
WR Berkley,6.875,7.24,0.5037,21.731,1021,Financials,Property & Casualty Insurance,North America,United States,Connecticut,Connecticut,William Berkley,http://www.forbes.com/companies/wr-berkley/,0.023178869,0.069571823
Pgnig Group,7.983,9.667,0.5657,12.617,1022,Energy,Oil & Gas Operations,Europe,Poland,Poland,,Piotr Wozniak,http://www.forbes.com/companies/pgnig-group/,0.044836332,0.058518672
ATOS,8.997,11.849,0.4504,11.603,1023,Information Technology,Computer Services,Europe,France,France,,Thierry Breton,http://www.forbes.com/companies/atos/,0.038817547,0.038011647
Hydro One,11.002,5.11,0.5495,17.514,1024,Utilities,Electric Utilities,North America,Canada,Canada,,Mayo Schmidt,http://www.forbes.com/companies/hydro-one/,0.0313749,0.107534247
Bank Leumi,5.702,3.813,0.7269,107.068,1025,Financials,Regional Banks,Asia,Israel,Israel,,Rakefet Russak-Aminoach,http://www.forbes.com/companies/bank-leumi/,0.006789143,0.190637293
Kuwait Finance House,8.211,3.36,0.4962,55.518,1026,Financials,Regional Banks,Asia,Kuwait,Kuwait,,Mazen El-Nahedh,http://www.forbes.com/companies/kuwait-finance-house/,0.008937642,0.147678571
Dubai Islamic Bank,6.606,1.992,0.8665,40.811,1027,Financials,Regional Banks,Asia,United Arab Emirates,United Arab Emirates,,Adnan Chilwan,http://www.forbes.com/companies/dubai-islamic-bank/,0.021232021,0.43498996
Axiata Group,13.239,5.086,0.6533,13.237,1028,Information Technology,Communications Equipment,Asia,Malaysia,Malaysia,,Jamaludin Ibrahim,http://www.forbes.com/companies/axiata-group/,0.049354083,0.128450649
Gemdale,8.422,4.74,0.7046,21.241,1029,Financials,Real Estate,Asia,China,China,,Ke Ling,http://www.forbes.com/companies/gemdale/,0.033171696,0.148649789
Helvetia Holding,5.587,9.453,0.3197,54.433,1030,Financials,Diversified Insurance,Europe,Switzerland,Switzerland,,Stefan Loacker,http://www.forbes.com/companies/helvetia-holding/,0.005873275,0.033819951
Lam Research,12.814,5.827,0.7864,10.024,1031,Information Technology,Semiconductors,North America,United States,California,California,Martin Anstice,http://www.forbes.com/companies/lam-research/,0.078451716,0.134957954
Bank of Yokohama,5.774,2.565,0.6462,130.901,1032,Financials,Regional Banks,Asia,Japan,Japan,,Tatsumaro Terazawa,http://www.forbes.com/companies/bank-of-yokohama/,0.004936555,0.251929825
Galp Energia,11.26,17.216,0.1442,13.897,1033,Energy,Oil & Gas Operations,Europe,Portugal,Portugal,,Carlos Gomes da Silva,http://www.forbes.com/companies/galp-energia/,0.01037634,0.008375929
Intact Financial,9.531,6.264,0.5518,15.09,1034,Financials,Property & Casualty Insurance,North America,Canada,Canada,,Charles Brindamour,http://www.forbes.com/companies/intact-financial/,0.036567263,0.088090677
Amphenol,17.52,5.693,0.7402,7.886,1035,Information Technology,Electronics,North America,United States,Connecticut,Connecticut,Richard Norwitt,http://www.forbes.com/companies/amphenol/,0.093862541,0.130019322
Raymond James Financial,7.617,5.35,0.4939,27.8,1035,Financials,Investment Services,North America,United States,Florida,Florida,Paul Reilly,http://www.forbes.com/companies/raymond-james-financial/,0.017766187,0.092317757
Centene,10.597,22.76,0.355,7.339,1037,Health Care,Managed Health Care,North America,United States,Missouri,Missouri,Michael Neidorff,http://www.forbes.com/companies/centene/,0.048371713,0.01559754
Leucadia National,6.163,11.105,0.2704,46.659,1038,Industrials,Conglomerates,North America,United States,New York,New York,Richard Handler,http://www.forbes.com/companies/leucadia-national/,0.005795238,0.024349392
Dongbu Insurance,4.453,11.85,0.37,33.48,1039,Financials,Property & Casualty Insurance,Asia,South Korea,South Korea,,Jeong-Nam Kim,http://www.forbes.com/companies/dongbu-insurance/,0.011051374,0.031223629
Neste Oil,8.421,12.343,0.6188,7.379,1040,Energy,Oil & Gas Operations,Europe,Finland,Finland,,Matti Lievonen,http://www.forbes.com/companies/neste-oil/,0.083859602,0.050133679
T Rowe Price,19.21,4.241,1.2017,5.243,1041,Financials,Investment Services,North America,United States,Maryland,Maryland,William Stromberg,http://www.forbes.com/companies/t-rowe-price/,0.229200839,0.283352983
Kerry Group,16.052,6.77,0.5826,7.618,1042,Consumer Staples,Food Processing,Europe,Ireland,Ireland,,Stan Mccarthy,http://www.forbes.com/companies/kerry-group/,0.076476766,0.08605613
Ventas,20.337,3.445,0.399,22.262,1042,Financials,Real Estate,North America,United States,Illinois,Illinois,Debra Cafaro,http://www.forbes.com/companies/ventas/,0.017922918,0.115820029
Qantas Airways,5.37,12.162,0.7819,12.736,1044,Industrials,Airline,Australia,Australia,Australia,,Alan Joyce,http://www.forbes.com/companies/qantas-airways/,0.061392902,0.064290413
Deutsche Wohnen,9.894,1.526,1.2879,14.882,1045,,,Europe,Germany,Germany,,Michael Zahn,http://www.forbes.com/companies/deutsche-wohnen/,0.086540788,0.843971166
Apache,21.272,6.551,-23.119,18.842,1046,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,John Christmann,http://www.forbes.com/companies/apache/,-1.226992888,-3.52907953
Next,10.815,6.355,1.0145,3.305,1047,Consumer Discretionary,Department Stores,Europe,United Kingdom,United Kingdom,,Simon Wolfson,http://www.forbes.com/companies/next/,0.306959153,0.15963808
Alleghany,7.92,5.11,0.5603,23.216,1048,Financials,Property & Casualty Insurance,North America,United States,New York,New York,Weston Hicks,http://www.forbes.com/companies/alleghany/,0.024134218,0.10964775
Comerica,7.704,2.842,0.456,69.007,1049,Financials,Major Banks,North America,United States,Texas,Texas,Ralph Babb,http://www.forbes.com/companies/comerica/,0.006608025,0.160450387
Advanced Semiconductor,8.28,8.922,0.6134,11.121,1050,Information Technology,Semiconductors,Asia,Taiwan,Taiwan,,Chien Chang,http://www.forbes.com/companies/advanced-semiconductor/,0.05515691,0.068751401
Bank of India,1.197,7.844,0.3292,99.916,1050,Financials,Regional Banks,Asia,India,India,,Melwyn Rego,http://www.forbes.com/companies/bank-of-india/,0.003294768,0.041968383
Salesforce.com,51.887,6.667,-0.0474,12.771,1052,Information Technology,Software & Programming,North America,United States,California,California,Marc Benioff,http://www.forbes.com/companies/salesforce/,-0.003711534,-0.007109645
Novolipetsk Steel,8.34,7.959,0.9799,8.919,1053,Materials,Iron & Steel,Asia,Russia,Russia,,Oleg Bagrin,http://www.forbes.com/companies/novolipetsk-steel/,0.109866577,0.123118482
Industries Qatar,17.744,1.436,1.2208,9.818,1054,Materials,Specialized Chemicals,Asia,Qatar,Qatar,,Saad Al-Kaabi,http://www.forbes.com/companies/industries-qatar/,0.124343043,0.850139276
Gecina,8.725,0.658,1.7845,14.378,1055,Financials,Real Estate,Europe,France,France,,Philippe Depoux,http://www.forbes.com/companies/gecina/,0.124113229,2.712006079
Japan Exchange Group,8.969,0.982,0.3134,208.079,1056,Financials,Investment Services,Asia,Japan,Japan,,Akira Kiyota,http://www.forbes.com/companies/japan-exchange-group/,0.001506159,0.319144603
China National Building,2.903,15.956,0.1632,50.787,1057,Materials,Construction Materials,Asia,China,China,,Zhi Song,http://www.forbes.com/companies/china-national-building/,0.003213421,0.010228127
Financiere de l'Odet,6.283,12.003,0.3294,23.433,1057,Industrials,Conglomerates,Europe,France,France,,Cédric De Bailliencourt,http://www.forbes.com/companies/financiere-de-lodet/,0.014057099,0.027443139
Shanghai Pharmaceuticals,6.648,16.748,0.4582,11.449,1059,Consumer Staples,Drug Retail,Asia,China,China,,Chuan He,http://www.forbes.com/companies/shanghai-pharmaceuticals/,0.040020963,0.027358491
SCANA,9.508,4.38,0.746,17.146,1060,Utilities,Electric Utilities,North America,United States,South Carolina,South Carolina,Kevin Marsh,http://www.forbes.com/companies/scana/,0.04350869,0.170319635
ALFA,9.374,16.261,0.2379,15.442,1061,Industrials,Conglomerates,North America,Mexico,Mexico,,Armando Sada,http://www.forbes.com/companies/alfa/,0.015406035,0.014630097
Bidvest Group,8.358,15.09,0.482,6.57,1062,Industrials,Conglomerates,Africa,South Africa,South Africa,,Brian Joffe,http://www.forbes.com/companies/bidvest-group/,0.073363775,0.031941683
Bank Negara Indonesia,6.917,3.625,0.6795,38.393,1063,Financials,Regional Banks,Asia,Indonesia,Indonesia,,Achmad Baiquni,http://www.forbes.com/companies/bank-negara-indonesia/,0.017698539,0.187448276
Symantec,11.747,5.424,0.619,11.936,1064,Information Technology,Software & Programming,North America,United States,California,California,Michael Brown,http://www.forbes.com/companies/symantec/,0.05185992,0.114122419
Bank of Tianjin,1.661,4.136,0.7169,87.112,1065,Financials,Regional Banks,Asia,China,China,,Fu Yuan,http://www.forbes.com/companies/bank-of-tianjin/,0.008229635,0.173331721
Advance Auto Parts,11.648,9.737,0.4717,8.135,1066,Consumer Discretionary,Specialty Stores,North America,United States,Virginia,Virginia,Thomas Greco,http://www.forbes.com/companies/advance-auto-parts/,0.05798402,0.048444079
Clorox,15.851,5.693,0.686,4.175,1066,Consumer Staples,Household/Personal Care,North America,United States,California,California,Benno Dorer,http://www.forbes.com/companies/clorox/,0.164311377,0.120498858
CP All,11.778,11.432,0.3992,9.145,1068,Consumer Staples,Food Retail,Asia,Thailand,Thailand,,Tanin Buranamanit,http://www.forbes.com/companies/cp-all/,0.043652269,0.034919524
China Steel,11.103,8.977,0.2395,20.645,1068,Materials,Iron & Steel,Asia,Taiwan,Taiwan,,Chih Sung,http://www.forbes.com/companies/china-steel/,0.011600872,0.026679292
Regeneron Pharmaceuticals,42.374,4.104,0.6361,5.609,1070,Health Care,Biotechs,North America,United States,New York,New York,Leonard Schleifer,http://www.forbes.com/companies/regeneron-pharmaceuticals/,0.113407024,0.154995127
Adecco,11.533,24.402,0.0089,10.565,1071,Consumer Discretionary,Business & Personal Services,Europe,Switzerland,Switzerland,,Alain Dehaze,http://www.forbes.com/companies/adecco/,0.000842404,0.000364724
Kyushu Financial Group,2.64,,0.8123,72.979,1072,Financials,Regional Banks,Asia,Japan,Japan,,Takahiro Kai,http://www.forbes.com/companies/kyushu-financial-group/,0.011130599,
Seagate Technology,7.505,12.168,0.628,8.796,1073,Information Technology,Computer Storage Devices,Europe,Ireland,Ireland,,Stephen Luczo,http://www.forbes.com/companies/seagate-technology/,0.071396089,0.051610782
Wm Morrison Supermarkets,6.438,24.529,0.3378,13.191,1074,Consumer Staples,Food Retail,Europe,United Kingdom,United Kingdom,,David Potts,http://www.forbes.com/companies/wm-morrison-supermarkets/,0.025608369,0.013771454
Mitsubishi UFJ Lease,4.163,6.67,0.4569,42.259,1075,Financials,Rental & Leasing,Asia,Japan,Japan,,Tadashi Shiraishi,http://www.forbes.com/companies/mitsubishi-ufj-lease/,0.010811898,0.06850075
SGS,17.104,5.932,0.5702,5.888,1075,Consumer Discretionary,Business & Personal Services,Europe,Switzerland,Switzerland,,Frankie Ng,http://www.forbes.com/companies/sgs/,0.096841033,0.096122724
Asustek Computer,6.61,14.875,0.5384,10.156,1077,Information Technology,Computer Hardware,Asia,Taiwan,Taiwan,,Chen Shen,http://www.forbes.com/companies/asustek-computer/,0.053012997,0.036194958
Nippon Yusen,3.743,19.706,0.3466,20.209,1077,Industrials,Other Transportation,Asia,Japan,Japan,,Yasumi Kudo,http://www.forbes.com/companies/nippon-yusen/,0.017150774,0.017588552
American Financial Group,6.036,6.273,0.352,50.516,1079,Financials,Diversified Insurance,North America,United States,Ohio,Ohio,Carl Lindner,http://www.forbes.com/companies/american-financial-group/,0.006968089,0.056113502
