Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Intact Financial,10.009,7.278,0.708,17.479,924,Financials,Property & Casualty Insurance,North America,Canada,Canada,,Charles Brindamour,http://www.forbes.com/companies/intact-financial/,0.04050575,0.097279472
Samsung C&T,8.515,27.023,0.2573,26.844,925,Industrials,Trading Companies,Asia,South Korea,South Korea,,Chi-Hun Choi,http://www.forbes.com/companies/samsung-ct/,0.00958501,0.009521519
Beiersdorf,22.44,8.337,0.7017,7.714,926,Consumer Staples,Household/Personal Care,Europe,Germany,Germany,,Stefan Heidenreich,http://www.forbes.com/companies/beiersdorf/,0.09096448,0.084166967
Bank Negara Indonesia,10.35,3.559,0.9089,33.635,927,Financials,Regional Banks,Asia,Indonesia,Indonesia,,Achmad Baiquni,http://www.forbes.com/companies/bank-negara-indonesia/,0.027022447,0.255380725
AerCap Holdings,9.455,3.646,0.8322,43.891,928,Industrials,Other Transportation,Europe,Netherlands,Netherlands,,Aengus Kelly,http://www.forbes.com/companies/aercap-holdings/,0.018960607,0.228250137
Alliance Data Systems,18.634,5.303,0.5063,20.264,929,Consumer Discretionary,Business & Personal Services,North America,United States,Texas,Texas,Edward Heffernan,http://www.forbes.com/companies/alliance-data-systems/,0.024985195,0.09547426
Formosa Plastics,15.406,7.147,0.5938,13.641,930,Materials,Specialized Chemicals,Asia,Taiwan,Taiwan,,Lin Chien-Nan,http://www.forbes.com/companies/formosa-plastics/,0.043530533,0.083083811
Towngas,24.352,4.077,0.9168,14.753,931,Utilities,Natural Gas Utilities,Asia,Hong Kong,Hong Kong,,Wing Chan,http://www.forbes.com/companies/hong-kong-china-gas/,0.062143293,0.224871229
Axiata Group,16.778,5.719,0.7178,14.05,932,Information Technology,Communications Equipment,Asia,Malaysia,Malaysia,,Jamaludin Bin Ibrahim,http://www.forbes.com/companies/axiata-group/,0.051088968,0.125511453
Deutsche Lufthansa,6.492,39.808,0.073,37.047,932,Industrials,Airline,Europe,Germany,Germany,,Carsten Spohr,http://www.forbes.com/companies/deutsche-lufthansa/,0.00197047,0.001833802
Schroders,12.954,3.17,0.6804,31.57,934,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,Timothy Mayopoulos,http://www.forbes.com/companies/schroders/,0.021552106,0.214637224
Pegatron,6.967,33.651,0.4837,14.464,935,Information Technology,Electronics,Asia,Taiwan,Taiwan,,Chien Cheng,http://www.forbes.com/companies/pegatron/,0.033441648,0.014374016
Bank Hapoalim,6.576,4.745,0.7699,104.792,936,Financials,Regional Banks,Asia,Israel,Israel,,Zion Kenan,http://www.forbes.com/companies/bank-hapoalim/,0.007346935,0.162255005
Motorola Solutions,12.989,6.453,1.299,10.423,936,Information Technology,Communications Equipment,North America,United States,Illinois,Illinois,Gregory Brown,http://www.forbes.com/companies/motorola-solutions/,0.124628226,0.20130172
Voestalpine,6.531,14.722,0.7265,15.387,938,Materials,Iron & Steel,Europe,Austria,Austria,,Wolfgang Eder,http://www.forbes.com/companies/voestalpine/,0.047215182,0.049347915
J Sainsbury,7.472,39.634,0.053,26.734,939,Consumer Staples,Food Retail,Europe,United Kingdom,United Kingdom,,Michael Coupe,http://www.forbes.com/companies/j-sainsbury/,0.001982494,0.001337236
Altice,28.052,5.219,-0.5385,43.701,940,,,Europe,Luxembourg,Luxembourg,,Dexter Goei,http://www.forbes.com/companies/altice/,-0.012322372,-0.103180686
Lend Lease Group,7.548,12.128,0.7994,13.762,940,Financials,Real Estate,Australia,Australia,Australia,,Stephen Mccann,http://www.forbes.com/companies/lend-lease-group/,0.058087487,0.065913588
Wolseley,15.631,21.336,0.3548,10.204,942,Materials,Construction Materials,Europe,Switzerland,Switzerland,,Ian Meakins,http://www.forbes.com/companies/wolseley/,0.034770678,0.016629171
NRG Energy,8.261,15.258,0.134,40.665,943,Utilities,Electric Utilities,North America,United States,New Jersey,New Jersey,David Crane,http://www.forbes.com/companies/nrg-energy/,0.003295217,0.008782278
Adani Enterprises,11.129,10.565,0.3678,20.933,944,Industrials,Trading Companies,Asia,India,India,,Rajesh Adani,http://www.forbes.com/companies/adani-enterprises/,0.017570343,0.034813062
Shaanxi Coal Industry,14.452,7.253,0.5671,14.451,945,Materials,Diversified Metals & Mining,Asia,China,China,,Lao Song,http://www.forbes.com/companies/shaanxi-coal-industry/,0.039242959,0.078188336
Solvay,12.557,14.284,0.1061,21.653,946,Materials,Diversified Chemicals,Europe,Belgium,Belgium,,Jean-Pierre Clamadieu,http://www.forbes.com/companies/solvay/,0.004900014,0.007427891
Everest Re Group,7.86,5.749,1.1869,20.818,947,Financials,Diversified Insurance,North America,Bermuda,Bermuda,,Dominic Addesso,http://www.forbes.com/companies/everest-re-group/,0.057013162,0.206453296
Hertz Global Holdings,9.875,10.777,0.3535,24.588,948,Financials,Rental & Leasing,North America,United States,Florida,Florida,John Tague,http://www.forbes.com/companies/hertz-global-holdings/,0.014376932,0.032801336
SanDisk,14.325,6.628,1.0074,10.29,949,Information Technology,Computer Storage Devices,North America,United States,California,California,Sanjay Mehrotra,http://www.forbes.com/companies/sandisk/,0.097900875,0.151991551
Continental Resources,18.22,4.242,0.9773,15.273,950,Energy,Oil & Gas Operations,North America,United States,Oklahoma,Oklahoma,Harold Hamm,http://www.forbes.com/companies/continental-resources/,0.063988738,0.23038661
O'Reilly Automotive,22.009,7.216,0.7782,6.633,950,Consumer Discretionary,Specialty Stores,North America,United States,Missouri,Missouri,Gregory Henslee,http://www.forbes.com/companies/oreilly-automotive/,0.117322479,0.107843681
Eiffage,5.751,18.57,0.3648,38.092,952,Industrials,Construction Services,Europe,France,France,,Pierre Berger,http://www.forbes.com/companies/eiffage/,0.009576814,0.019644588
Jiangxi Copper,6.521,32.162,0.4617,15.365,952,Materials,Diversified Metals & Mining,Asia,China,China,,Yi Li,http://www.forbes.com/companies/jiangxi-copper/,0.030048812,0.014355451
KPN,15.633,10.61,-0.7932,22.454,954,Telecommunication Services,Telecommunications services,Europe,Netherlands,Netherlands,,Eelco Blok,http://www.forbes.com/companies/kpn/,-0.035325554,-0.074759661
Emaar Properties,14.054,2.906,0.8966,20.196,955,Financials,Real Estate,Asia,United Arab Emirates,United Arab Emirates,,Ahmad Al Matrooshi,http://www.forbes.com/companies/emaar-properties/,0.04439493,0.308534067
SKF Group,11.974,10.338,0.67,10.429,956,Industrials,Other Industrial Equipment,Europe,Sweden,Sweden,,Alrik Danielson,http://www.forbes.com/companies/skf-group/,0.064243935,0.064809441
St Jude Medical,18.583,5.622,1.002,10.207,957,Health Care,Medical Equipment & Supplies,North America,United States,Minnesota,Minnesota,Daniel Starks,http://www.forbes.com/companies/st-jude-medical/,0.098167924,0.178228388
Ameren,10.297,6.053,0.586,22.676,958,Utilities,Electric Utilities,North America,United States,Missouri,Missouri,Warner Baxter,http://www.forbes.com/companies/ameren/,0.0258423,0.096811498
Technip,7.098,14.225,0.5791,16.239,959,Energy,Oil Services & Equipment,Europe,France,France,,Thierry Pilenko,http://www.forbes.com/companies/technip/,0.035661063,0.040710018
Huntington Bancshares,8.969,2.957,0.6324,66.298,960,Financials,Regional Banks,North America,United States,Ohio,Ohio,Steve Steinour,http://www.forbes.com/companies/huntington-bancshares/,0.009538749,0.213865404
Belgacom,12.238,7.924,0.8675,10.312,961,Telecommunication Services,Telecommunications services,Europe,Belgium,Belgium,,Dominique Leroy,http://www.forbes.com/companies/belgacom/,0.084125291,0.109477537
Leucadia National,8.403,11.283,0.2019,52.794,962,Industrials,Conglomerates,North America,United States,New York,New York,Richard Handler,http://www.forbes.com/companies/leucadia-national/,0.003824298,0.017894177
Millicom International,7.279,6.386,2.62,13.297,962,Telecommunication Services,Telecommunications services,Europe,Luxembourg,Luxembourg,,Mauricio Ramos,http://www.forbes.com/companies/millicom-international/,0.197036926,0.410272471
Seadrill,5.085,4.997,3.979,26.506,964,Energy,Oil Services & Equipment,North America,Bermuda,Bermuda,,Per Wullf,http://www.forbes.com/companies/seadrill/,0.150116955,0.796277767
Public Storage,34.443,2.195,1.1408,9.819,965,Financials,Real Estate,North America,United States,California,California,Ronald Havner Jr,http://www.forbes.com/companies/public-storage/,0.116182911,0.519726651
Industries Qatar,23.382,1.634,1.7269,10.039,966,Materials,Specialized Chemicals,Asia,Qatar,Qatar,,Saad Al-Kaabi,http://www.forbes.com/companies/industries-qatar/,0.172019125,1.056854345
Bank of Yokohama,7.575,2.497,0.6474,119.328,967,Financials,Regional Banks,Asia,Japan,Japan,,Tatsumaro Terazawa,http://www.forbes.com/companies/bank-of-yokohama/,0.005425382,0.259271125
Delta Lloyd,4.301,7.412,0.479,108.093,968,Financials,Diversified Insurance,Europe,Netherlands,Netherlands,,Hans Van Der Noordaa,http://www.forbes.com/companies/delta-lloyd/,0.004431369,0.064624933
Yamaha Motor,8.674,14.371,0.6467,10.927,969,Consumer Discretionary,Recreational Products,Asia,Japan,Japan,,Hiroyuki Yanagi,http://www.forbes.com/companies/yamaha-motor/,0.059183673,0.045000348
Lear,8.83,17.727,0.6724,9.15,970,Consumer Discretionary,Auto & Truck Parts,North America,United States,Michigan,Michigan,Matthew Simoncini,http://www.forbes.com/companies/lear/,0.073486339,0.03793084
Arab National Bank,8.717,1.593,0.7665,43.883,971,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Robert Maroun Eid,http://www.forbes.com/companies/arab-national-bank/,0.017466901,0.481167608
Fidelity National Financial,10.387,8.917,0.587,13.868,972,Financials,Property & Casualty Insurance,North America,United States,Florida,Florida,Raymond Quirk,http://www.forbes.com/companies/fidelity-national-financial/,0.042327661,0.065829315
Lorillard,25.095,5.051,1.182,3.508,972,Consumer Staples,Tobacco,North America,United States,North Carolina,North Carolina,Murray Kessler,http://www.forbes.com/companies/lorillard/,0.336944128,0.234013067
Investec,7.693,5.398,0.4786,74.462,974,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,Bernard Kantor,http://www.forbes.com/companies/investec/,0.006427439,0.088662468
Next,16.117,6.539,1.038,3.428,975,Consumer Discretionary,Department Stores,Europe,United Kingdom,United Kingdom,,Simon Wolfson,http://www.forbes.com/companies/next/,0.302800467,0.158739868
DP World,18.26,3.463,0.7006,17.981,976,Industrials,Other Transportation,Asia,United Arab Emirates,United Arab Emirates,,Mohammed Sharaf,http://www.forbes.com/companies/dp-world/,0.03896335,0.202310136
Banque nationale de Belgique,1.515,2.17,1.2571,107.279,977,Financials,Regional Banks,Europe,Belgium,Belgium,,Luc Coene,http://www.forbes.com/companies/banque-nationale-de-belgique/,0.011718044,0.579308756
Suning Appliance,16.179,17.634,0.1407,13.249,978,Consumer Discretionary,Specialty Stores,Asia,China,China,,Jin Ming,http://www.forbes.com/companies/suning-appliance/,0.010619669,0.007978904
Flextronics International,7.206,26.92,0.5087,12.09,979,Information Technology,Electronics,Asia,Singapore,Singapore,,Michael Mcnamara,http://www.forbes.com/companies/flextronics-international/,0.042076096,0.018896731
Power Grid of India,12.452,2.561,0.7525,24.255,980,Utilities,Electric Utilities,Asia,India,India,,Rabindra Nayak,http://www.forbes.com/companies/power-grid-of-india/,0.031024531,0.293830535
Gemdale,8.116,7.401,0.6488,20.095,981,Financials,Real Estate,Asia,China,China,,Huang Juncan,http://www.forbes.com/companies/gemdale/,0.032286638,0.087663829
Bank of India,2.115,7.023,0.4942,96.807,982,Financials,Regional Banks,Asia,India,India,,Vijayalakshmi Iyer,http://www.forbes.com/companies/bank-of-india/,0.005105003,0.070368788
Aena,16.425,4.08,0.631,21.075,983,Industrials,Other Transportation,Europe,Spain,Spain,,José Vargas Gómez,http://www.forbes.com/companies/aena/,0.029940688,0.154656863
IDGC Holding,1.671,23.368,-3.1798,58.379,984,Utilities,Electric Utilities,Asia,Russia,Russia,,Oleg Budargin,http://www.forbes.com/companies/idgc-holding/,-0.054468216,-0.136074974
Lennar,10.347,8.061,0.6689,12.958,984,Industrials,Construction Services,North America,United States,Florida,Florida,Stuart Miller,http://www.forbes.com/companies/lennar/,0.05162062,0.082979779
Finmeccanica,7.19,19.45,-0.0411,33.756,986,Industrials,Aerospace & Defense,Europe,Italy,Italy,,Mauro Moretti,http://www.forbes.com/companies/finmeccanica/,-0.001217561,-0.002113111
Inner Mongolia Yili,15.652,8.627,0.688,6.318,987,Consumer Staples,Food Processing,Asia,China,China,,Jun Zheng,http://www.forbes.com/companies/inner-mongolia-yili/,0.10889522,0.079749623
TUI,10.578,25.023,0.1352,15.882,988,Consumer Discretionary,Business & Personal Services,Europe,Germany,Germany,,Friedrich Joussen,http://www.forbes.com/companies/tui/,0.008512782,0.005403029
Avalonbay Communities,23.216,1.681,0.6442,16.177,989,Financials,Real Estate,North America,United States,Virginia,Virginia,Timothy Naughton,http://www.forbes.com/companies/avalonbay-communities/,0.039821969,0.383224271
Randstad Holding,11.224,22.881,0.4511,8.202,989,Consumer Discretionary,Business & Personal Services,Europe,Netherlands,Netherlands,,Jacques Van Den Broek,http://www.forbes.com/companies/randstad-holding/,0.054998781,0.019715047
Amcor,13.088,9.969,0.6913,8.438,991,Materials,Containers & Packaging,Australia,Australia,Australia,,Ron Delia,http://www.forbes.com/companies/amcor/,0.081926997,0.069344969
Level 3 Communications,18.68,6.777,0.314,20.947,991,Telecommunication Services,Telecommunications services,North America,United States,Colorado,Colorado,Jeffrey Storey,http://www.forbes.com/companies/level-3-communications/,0.014990213,0.046333186
Mediobanca,8.48,3.91,0.558,85.379,993,Financials,Regional Banks,Europe,Italy,Italy,,Alberto Nagel,http://www.forbes.com/companies/mediobanca/,0.006535565,0.142710997
Hebei Iron & Steel,8.495,16.766,0.0813,26.642,994,Materials,Iron & Steel,Asia,China,China,,Li Guiyang,http://www.forbes.com/companies/hebei-iron-steel/,0.003051573,0.004849099
Ventas,25.446,3.076,0.4566,21.226,994,Financials,Real Estate,North America,United States,Illinois,Illinois,Debra Cafaro,http://www.forbes.com/companies/ventas/,0.021511354,0.148439532
Campbell Soup,14.548,8.311,0.762,7.903,996,Consumer Staples,Food Processing,North America,United States,New Jersey,New Jersey,Denise Morrison,http://www.forbes.com/companies/campbell-soup/,0.096419081,0.091685718
Helvetia Holding,5.552,9.821,0.4157,55.745,997,Financials,Diversified Insurance,Europe,Switzerland,Switzerland,,Stefan Loacker,http://www.forbes.com/companies/helvetia-holding/,0.007457171,0.042327665
Origin Energy,9.59,12.826,0.1649,27.511,998,Utilities,Electric Utilities,Australia,Australia,Australia,,Grant King,http://www.forbes.com/companies/origin-energy/,0.005993966,0.012856697
Mitsui OSK Lines,4.051,16.996,0.4985,21.049,999,Industrials,Other Transportation,Asia,Japan,Japan,,Koichi Muto,http://www.forbes.com/companies/mitsui-osk-lines/,0.023682835,0.029330431
Advanced Semiconductor,10.859,8.467,0.7786,10.568,1000,Information Technology,Semiconductors,Asia,Taiwan,Taiwan,,Chien Chang,http://www.forbes.com/companies/advanced-semiconductor/,0.073675246,0.09195701
Julius Baer Group,11.473,3.153,0.4,82.759,1000,Financials,Regional Banks,Europe,Switzerland,Switzerland,,Boris Collardi,http://www.forbes.com/companies/julius-baer-group/,0.004833311,0.126863305
Hormel Foods,15.268,9.469,0.621,5.56,1002,Consumer Staples,Food Processing,North America,United States,Minnesota,Minnesota,Jeffrey Ettinger,http://www.forbes.com/companies/hormel-foods/,0.111690647,0.065582427
Asustek Computer,7.594,15.754,0.6425,11.152,1003,Information Technology,Computer Hardware,Asia,Taiwan,Taiwan,,Chen Shen,http://www.forbes.com/companies/asustek-computer/,0.057612984,0.040783293
Grupo Televisa,20.416,6.021,0.4048,15.81,1003,Consumer Discretionary,Broadcasting & Cable,North America,Mexico,Mexico,,Emilio Azcárraga-Jean Sr,http://www.forbes.com/companies/grupo-televisa/,0.025604048,0.067231357
CF Industries Holdings,13.476,4.743,1.3903,11.549,1005,Materials,Specialized Chemicals,North America,United States,Illinois,Illinois,W Will,http://www.forbes.com/companies/cf-industries-holdings/,0.120382717,0.293126713
Activision Blizzard,16.389,4.409,0.823,14.746,1006,Consumer Discretionary,Recreational Products,North America,United States,California,California,Robert Kotick,http://www.forbes.com/companies/activision-blizzard/,0.055811746,0.186663643
HCL Technologies,21.078,5.232,1.0595,4.996,1007,Information Technology,Software & Programming,Asia,India,India,,Anant Gupta,http://www.forbes.com/companies/hcl-technologies/,0.212069656,0.202503823
Johnson Matthey,10.396,15.807,0.5624,6.05,1008,Materials,Diversified Chemicals,Europe,United Kingdom,United Kingdom,,Robert Macleod,http://www.forbes.com/companies/johnson-matthey/,0.092958678,0.035579174
Kuwait Finance House,10.633,3.253,0.4442,59.32,1009,Financials,Regional Banks,Asia,Kuwait,Kuwait,,Mazen El-Nahedh,http://www.forbes.com/companies/kuwait-finance-house/,0.0074882,0.136550876
CMS Energy,9.827,7.179,0.477,19.185,1010,Utilities,Electric Utilities,North America,United States,Michigan,Michigan,John Russell,http://www.forbes.com/companies/cms-energy/,0.024863174,0.066443794
Comerica,8.111,2.56,0.586,69.468,1011,Financials,Major Banks,North America,United States,Texas,Texas,Ralph Babb Jr,http://www.forbes.com/companies/comerica/,0.008435539,0.22890625
Dollar Tree,16.662,8.602,0.5994,3.567,1012,Consumer Discretionary,Discount Stores,North America,United States,Virginia,Virginia,Robert Sasser,http://www.forbes.com/companies/dollar-tree/,0.16804037,0.069681469
Weatherford International,10.677,14.911,-0.584,18.889,1013,Energy,Oil Services & Equipment,Europe,Switzerland,Switzerland,,Bernard Duroc-Danner,http://www.forbes.com/companies/weatherford-international/,-0.030917465,-0.039165717
KT Corp,6.556,22.25,-1.0022,30.729,1014,Telecommunication Services,Telecommunications services,Asia,South Korea,South Korea,,Chang-Gyu Hwang,http://www.forbes.com/companies/kt-corp/,-0.032614143,-0.045042697
St. James's Place,7.459,7.53,0.3096,82.031,1014,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,David Bellamy,http://www.forbes.com/companies/st-jamess-place/,0.003774183,0.041115538
Novolipetsk Steel,8.348,10.301,0.8537,10.406,1016,Materials,Iron & Steel,Asia,Russia,Russia,,Oleg Bagrin,http://www.forbes.com/companies/novolipetsk-steel/,0.082039208,0.082875449
Chow Tai Fook Jewellery,11.441,8.893,0.8326,7.625,1017,Consumer Discretionary,Apparel/Accessories,Asia,Hong Kong,Hong Kong,,Siu Wong,http://www.forbes.com/companies/chow-tai-fook-jewellery/,0.109193443,0.093624199
GAIL India,8.161,10.175,0.792,11.161,1018,Utilities,Natural Gas Utilities,Asia,India,India,,Bhuwan Tripathi,http://www.forbes.com/companies/gail-india/,0.070961383,0.077837838
Rockwell Automation,15.492,6.61,0.8421,6.202,1019,Industrials,Other Industrial Equipment,North America,United States,Wisconsin,Wisconsin,Keith Nosbusch,http://www.forbes.com/companies/rockwell-automation/,0.135778781,0.127397882
Macerich,12.597,1.096,1.499,13.122,1020,Financials,Real Estate,North America,United States,California,California,Arthur Coppola,http://www.forbes.com/companies/macerich/,0.114235635,1.36770073
Avnet,5.968,28.124,0.5918,11.491,1021,Information Technology,Electronics,North America,United States,Arizona,Arizona,Richard Hamada,http://www.forbes.com/companies/avnet/,0.051501175,0.021042526
Xiamen C&D,6.428,18.039,0.437,15.907,1022,Industrials,Trading Companies,Asia,China,China,,Zhang Yongfeng,http://www.forbes.com/companies/xiamen-cd/,0.027472182,0.02422529
Innolux,4.973,14.146,0.7153,15.269,1023,Information Technology,Computer Hardware,Asia,Taiwan,Taiwan,,Hsing Tuan,http://www.forbes.com/companies/innolux/,0.046846552,0.050565531
Bank of Greece,0.206,1.606,0.8682,124.818,1024,Financials,Regional Banks,Europe,Greece,Greece,,Yannis Stournaras,http://www.forbes.com/companies/bank-of-greece/,0.006955728,0.540597758
Canadian Tire,8.597,11.284,0.5469,12.565,1025,Consumer Discretionary,Specialty Stores,North America,Canada,Canada,,Michael Medline,http://www.forbes.com/companies/canadian-tire/,0.043525667,0.048466856
Canara Bank,2.852,7.126,0.4356,83.961,1026,Financials,Regional Banks,Asia,India,India,,V Krishna,http://www.forbes.com/companies/canara-bank/,0.005188123,0.061128263
Delhaize Group,9.653,28.718,0.1181,14.674,1027,Consumer Staples,Food Retail,Europe,Belgium,Belgium,,Frans H,http://www.forbes.com/companies/delhaize-group/,0.008048249,0.004112403
Beijing Enterprises,10.197,6.182,0.6231,15.998,1028,Utilities,Natural Gas Utilities,Asia,Hong Kong,Hong Kong,,Si Zhou,http://www.forbes.com/companies/beijing-enterprises/,0.038948619,0.100792624
MGM Resorts,10.485,10.082,-0.1488,26.703,1029,Consumer Discretionary,Casinos & Gaming,North America,United States,Nevada,Nevada,James Murren,http://www.forbes.com/companies/mgm-resorts/,-0.005572408,-0.014758976
Crown Castle International,28.35,3.69,0.3905,21.143,1030,Telecommunication Services,Telecommunications services,North America,United States,Texas,Texas,W Moreland,http://www.forbes.com/companies/crown-castle-international/,0.01846947,0.105826558
London Stock Exchange,12.89,2.133,0.27,777.329,1031,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,Xavier Rolet,http://www.forbes.com/companies/london-stock-exchange/,0.000347343,0.126582278
Murphy Oil,8.911,5.271,0.9056,16.742,1032,Energy,Oil & Gas Operations,North America,United States,Arkansas,Arkansas,Roger Jenkins,http://www.forbes.com/companies/murphy-oil/,0.054091506,0.171808006
MegaFon,10.794,8.153,0.9512,7.629,1033,Telecommunication Services,Telecommunications services,Asia,Russia,Russia,,Ivan Tavrin,http://www.forbes.com/companies/megafon/,0.124682134,0.116668711
PTT Global Chemical,7.51,17.671,0.4629,12.302,1033,Materials,Diversified Chemicals,Asia,Thailand,Thailand,,Supattanapong Punmeechaow,http://www.forbes.com/companies/ptt-global-chemical/,0.037628028,0.026195461
Assurant,4.203,10.394,0.4709,31.562,1035,Financials,Diversified Insurance,North America,United States,New York,New York,Alan Colberg,http://www.forbes.com/companies/assurant/,0.01491984,0.045304984
ALFA,11.018,17.2,-0.1697,15.776,1036,Industrials,Conglomerates,North America,Mexico,Mexico,,Alvaro Garza,http://www.forbes.com/companies/alfa/,-0.010756846,-0.009866279
BYD,20.899,9.335,0.0697,15.153,1037,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,China,,Wang Chuan-Fu,http://www.forbes.com/companies/byd/,0.004599749,0.007466524
Shanghai Construction,8.283,18.154,0.2876,18.869,1038,Industrials,Construction Services,Asia,China,China,,Hang Yingwei,http://www.forbes.com/companies/shanghai-construction/,0.015241931,0.015842239
Galp Energia,9.203,23.923,-0.2298,15.991,1039,Energy,Oil & Gas Operations,Europe,Portugal,Portugal,,Manuel De Oliveira,http://www.forbes.com/companies/galp-energia/,-0.014370583,-0.009605819
Cencosud,7.228,19.284,0.3367,17.896,1040,Consumer Discretionary,Specialty Stores,South America,Chile,Chile,,Jaime Bottinelli,http://www.forbes.com/companies/cencosud/,0.01881426,0.017460071
Keyence,33.486,2.974,1.0366,7.884,1040,Information Technology,Electronics,Asia,Japan,Japan,,Akinori Yamamoto,http://www.forbes.com/companies/keyence/,0.131481481,0.348554136
BorgWarner,14.09,8.304,0.6558,7.228,1042,Consumer Discretionary,Auto & Truck Parts,North America,United States,Michigan,Michigan,James Verrier,http://www.forbes.com/companies/borgwarner/,0.090730493,0.078973988
Mediolanum,6.132,6.953,0.4253,51.399,1043,Financials,Life & Health Insurance,Europe,Italy,Italy,,Ennio Doris,http://www.forbes.com/companies/mediolanum/,0.00827448,0.061167841
Advanced Info Service,22.468,4.597,1.1093,3.842,1044,Telecommunication Services,Telecommunications services,Asia,Thailand,Thailand,,Somchai Lertsutiwong,http://www.forbes.com/companies/advanced-info-service/,0.288729828,0.24130955
Fluor,8.705,21.532,0.5109,8.194,1045,Industrials,Construction Services,North America,United States,Texas,Texas,David Seaton,http://www.forbes.com/companies/fluor/,0.0623505,0.023727475
Cielo,24.215,3.282,1.3679,7.027,1046,Consumer Discretionary,Business & Personal Services,South America,Brazil,Brazil,,Rômulo De Mello Dias,http://www.forbes.com/companies/cielo/,0.194663441,0.416788544
Boston Scientific,23.677,7.38,0.267,17.042,1047,Health Care,Medical Equipment & Supplies,North America,United States,Massachusetts,Massachusetts,Michael Mahoney,http://www.forbes.com/companies/boston-scientific/,0.015667175,0.036178862
Shengjing Bank,4.383,4.351,0.8772,81.136,1048,Financials,Regional Banks,Asia,China,China,,Wang Chunsheng,http://www.forbes.com/companies/shengjing-bank/,0.010811477,0.201608826
Guangzhou R&F,3.379,5.634,1.0637,27.698,1049,Financials,Real Estate,Asia,China,China,,Li Zhang,http://www.forbes.com/companies/guangzhou-rf/,0.038403495,0.188800142
Dover,11.447,8.003,0.7752,9.09,1050,Industrials,Conglomerates,North America,United States,Illinois,Illinois,Robert Livingston,http://www.forbes.com/companies/dover/,0.085280528,0.096863676
Nielsen Holdings,17.018,6.288,0.384,15.376,1051,Consumer Discretionary,Printing & Publishing,North America,United States,New York,New York,Dwight Barns,http://www.forbes.com/companies/nielsen/,0.024973985,0.061068702
Onex,6.479,19.793,-0.115,28.936,1052,Financials,Investment Services,North America,Canada,Canada,,Gerald Schwartz,http://www.forbes.com/companies/onex/,-0.003974288,-0.005810135
Dongbu Insurance,2.853,11.994,0.4009,31.957,1053,Financials,Property & Casualty Insurance,Asia,South Korea,South Korea,,Jeong-Nam Kim,http://www.forbes.com/companies/dongbu-insurance/,0.012544982,0.033425046
Cemig,5.902,8.301,1.3326,13.167,1054,Utilities,Electric Utilities,South America,Brazil,Brazil,,Mauro Lemos,http://www.forbes.com/companies/cemig/,0.101207564,0.160534875
Harley-Davidson,13,6.229,0.8446,9.528,1054,Consumer Discretionary,Recreational Products,North America,United States,Wisconsin,Wisconsin,Keith Wandell,http://www.forbes.com/companies/harley-davidson/,0.088643997,0.135591588
PartnerRe,5.435,6.35,1.055,22.27,1056,Financials,Diversified Insurance,North America,Bermuda,Bermuda,,David Zwiener,http://www.forbes.com/companies/partnerre/,0.047373148,0.166141732
Huishang Bank,5.131,3.971,0.9206,77.815,1057,Financials,Regional Banks,Asia,China,China,,Xue Wu,http://www.forbes.com/companies/huishang-bank/,0.011830624,0.231830773
China National Chemical,7.909,10.807,0.5595,12.935,1058,Industrials,Construction Services,Asia,China,China,,Lu Hongxing,http://www.forbes.com/companies/china-national-chemical/,0.043254735,0.051772
Host Hotels & Resorts,15.397,5.354,0.623,12.207,1058,Financials,Real Estate,North America,United States,Maryland,Maryland,W Walter,http://www.forbes.com/companies/host-hotels-resorts/,0.051036291,0.116361599
Shanghai Pharmaceuticals,9.884,14.967,0.4205,10.371,1058,Consumer Staples,Drug Retail,Asia,China,China,,Lou Dingbo,http://www.forbes.com/companies/shanghai-pharmaceuticals/,0.040545753,0.028095143
Avago Technologies,32.285,5.195,0.48,10.697,1061,Information Technology,Semiconductors,Asia,Singapore,Singapore,,Hock Tan,http://www.forbes.com/companies/avago-technologies/,0.044872394,0.092396535
Raiffeisen Bank International,4.284,11.181,-0.6539,147.165,1061,Financials,Regional Banks,Europe,Austria,Austria,,Karl Sevelda,http://www.forbes.com/companies/raiffeisen-bank-international/,-0.004443312,-0.058483141
Ajinomoto,13.733,9.263,0.4307,10.573,1063,Consumer Staples,Food Processing,Asia,Japan,Japan,,Masatoshi Ito,http://www.forbes.com/companies/ajinomoto/,0.040735837,0.046496815
Alleghany,7.849,5.241,0.6792,23.97,1064,Financials,Property & Casualty Insurance,North America,United States,New York,New York,Weston Hicks,http://www.forbes.com/companies/alleghany/,0.028335419,0.129593589
China Cosco Holdings,10.216,10.432,0.0565,23.988,1065,Industrials,Other Transportation,Asia,China,China,,Li Jiang,http://www.forbes.com/companies/china-cosco-holdings/,0.002355344,0.005416028
