Company,Sector,Industry,Continent,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales,,,,,,,,,,,,
New York Community,Financials,Thrifts & Mortgage Finance,North America,United States,7.1,1.9,0.5,46.9,1109,http://www.forbes.com/companies/new-york-community/,0.010660981,0.263157895,,,,,,,,,,,,
Campbell Soup,Consumer Staples,Food Processing,North America,United States,14,8.3,0.5,8.1,1110,http://www.forbes.com/companies/campbell-soup/,0.061728395,0.060240964,,,,,,,,,,,,
Keyence,Information Technology,Electronics,Asia,Japan,25.5,2.6,0.8,7.8,1111,http://www.forbes.com/companies/keyence/,0.102564103,0.307692308,,,,,,,,,,,,
Santos,Energy,Oil & Gas Operations,Australia,Australia,12.1,3.5,0.5,18.4,1111,http://www.forbes.com/companies/santos/,0.027173913,0.142857143,,,,,,,,,,,,
Dollar Tree,Consumer Discretionary,Discount Stores,North America,United States,10.8,7.8,0.6,2.8,1113,http://www.forbes.com/companies/dollar-tree/,0.214285714,0.076923077,,,,,,,,,,,,
Taishin Financial Holdings,Financials,Investment Services,Asia,Taiwan,3.6,2.5,0.6,95.9,1114,http://www.forbes.com/companies/taishin-financial-holdings/,0.006256517,0.24,,,,,,,,,,,,
Sharp,Consumer Discretionary,Consumer Electronics,Asia,Japan,5.1,29.2,-1.1,22.9,1115,http://www.forbes.com/companies/sharp/,-0.048034934,-0.037671233,,,,,,,,,,,,
Bank of Nanjing,Financials,Regional Banks,Asia,China,3.7,3.3,0.7,69.6,1116,http://www.forbes.com/companies/bank-of-nanjing/,0.010057471,0.212121212,,,,,,,,,,,,
Delta Lloyd,Financials,Diversified Insurance,Europe,Netherlands,5.5,8.2,0.2,104.7,1117,http://www.forbes.com/companies/delta-lloyd/,0.00191022,0.024390244,,,,,,,,,,,,
Industrivarden,Financials,Investment Services,Europe,Sweden,8,1.8,1.9,12.4,1118,http://www.forbes.com/companies/industrivarden/,0.153225806,1.055555556,,,,,,,,,,,,
SMC Corp,Industrials,Other Industrial Equipment,Asia,Japan,18.2,3.9,0.9,9,1119,http://www.forbes.com/companies/smc-corp/,0.1,0.230769231,,,,,,,,,,,,
Südzucker,Consumer Staples,Food Processing,Europe,Germany,5.7,10.4,0.6,12.5,1120,http://www.forbes.com/companies/sudzucker/,0.048,0.057692308,,,,,,,,,,,,
AmBank Group,Financials,Regional Banks,Asia,Malaysia,6.6,2.6,0.5,40,1121,http://www.forbes.com/companies/ambank-group/,0.0125,0.192307692,,,,,,,,,,,,
Western Union,Consumer Discretionary,Business & Personal Services,North America,United States,9.2,5.5,0.8,10.2,1122,http://www.forbes.com/companies/western-union/,0.078431373,0.145454545,,,,,,,,,,,,
Suning Appliance,Consumer Discretionary,Specialty Stores,Asia,China,8.6,17.1,0.2,13.6,1123,http://www.forbes.com/companies/suning-appliance/,0.014705882,0.011695906,,,,,,,,,,,,
Turk Telekom,Telecommunication Services,Telecommunications services,Europe,Turkey,9.9,6.9,0.7,8.5,1124,http://www.forbes.com/companies/turk-telekom/,0.082352941,0.101449275,,,,,,,,,,,,
First Republic Bank,Financials,Regional Banks,North America,United States,7.3,1.6,0.5,42.2,1125,http://www.forbes.com/companies/first-republic-bank/,0.011848341,0.3125,,,,,,,,,,,,
Fiserv,Information Technology,Software & Programming,North America,United States,14.6,4.8,0.7,9.7,1126,http://www.forbes.com/companies/fiserv/,0.072164948,0.145833333,,,,,,,,,,,,
Doosan,Industrials,Construction Services,Asia,South Korea,2.7,20,0.1,29.5,1127,http://www.forbes.com/companies/doosan/,0.003389831,0.005,,,,,,,,,,,,
Mediobanca,Financials,Regional Banks,Europe,Italy,9.8,4.4,0,103.7,1127,http://www.forbes.com/companies/mediobanca/,0,0,,,,,,,,,,,,
Vedanta Resources,Materials,Diversified Metals & Mining,Europe,United Kingdom,4,13.7,-0.2,43.8,1129,http://www.forbes.com/companies/vedanta-resources/,-0.00456621,-0.01459854,,,,,,,,,,,,
Osaka Gas,Utilities,Natural Gas Utilities,Asia,Japan,7.8,14.9,0.2,16,1129,http://www.forbes.com/companies/osaka-gas/,0.0125,0.013422819,,,,,,,,,,,,
EasyJet,Industrials,Airline,Europe,United Kingdom,11.7,6.6,0.6,7.2,1131,http://www.forbes.com/companies/easyjet/,0.083333333,0.090909091,,,,,,,,,,,,
Asahi Glass,Materials,Construction Materials,Asia,Japan,6.7,13.5,0.2,20.8,1131,http://www.forbes.com/companies/asahi-glass/,0.009615385,0.014814815,,,,,,,,,,,,
BYD,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,17.2,8.4,0.1,12.9,1133,http://www.forbes.com/companies/byd/,0.007751938,0.011904762,,,,,,,,,,,,
PartnerRe,Financials,Diversified Insurance,North America,Bermuda,5.2,5.8,0.7,23,1134,http://www.forbes.com/companies/partnerre/,0.030434783,0.120689655,,,,,,,,,,,,
Wisconsin Energy,Utilities,Electric Utilities,North America,United States,10.5,4.5,0.6,14.8,1134,http://www.forbes.com/companies/wisconsin-energy/,0.040540541,0.133333333,,,,,,,,,,,,
Fairfax Financial,Financials,Property & Casualty Insurance,North America,Canada,9.8,5.8,-0.6,36,1136,http://www.forbes.com/companies/fairfax-financial/,-0.016666667,-0.103448276,,,,,,,,,,,,
Kinnevik,Financials,Investment Services,Europe,Sweden,10.2,0.2,1.3,10.5,1137,http://www.forbes.com/companies/kinnevik/,0.123809524,6.5,,,,,,,,,,,,
Dongbu Insurance,Financials,Property & Casualty Insurance,Asia,South Korea,3.7,11.1,0.3,28.3,1138,http://www.forbes.com/companies/dongbu-insurance/,0.010600707,0.027027027,,,,,,,,,,,,
Colruyt,Consumer Staples,Food Retail,Europe,Belgium,8.9,11.1,0.5,4.9,1139,http://www.forbes.com/companies/colruyt/,0.102040816,0.045045045,,,,,,,,,,,,
Noble,Energy,Oil Services & Equipment,Europe,Switzerland,8.1,4.2,0.8,16.2,1140,http://www.forbes.com/companies/noble/,0.049382716,0.19047619,,,,,,,,,,,,
BCI-Banco Credito,Financials,Regional Banks,South America,Chile,6.1,3.2,0.6,38.5,1141,http://www.forbes.com/companies/bci-banco-credito/,0.015584416,0.1875,,,,,,,,,,,,
Molson Coors Brewing,Consumer Staples,Beverages,North America,United States,10.8,4.2,0.6,15.6,1142,http://www.forbes.com/companies/molson-coors-brewing/,0.038461538,0.142857143,,,,,,,,,,,,
Bank Leumi,Financials,Major Banks,Asia,Israel,5.8,4.6,0.4,103.6,1143,http://www.forbes.com/companies/bank-leumi/,0.003861004,0.086956522,,,,,,,,,,,,
Eurazeo,Financials,Investment Services,Europe,France,5.8,5.7,0.7,16.9,1144,http://www.forbes.com/companies/eurazeo/,0.041420118,0.122807018,,,,,,,,,,,,
Hong Kong Exchanges,Financials,Investment Services,Asia,Hong Kong,17.9,1,0.6,11.1,1144,http://www.forbes.com/companies/hong-kong-exchanges/,0.054054054,0.6,,,,,,,,,,,,
Sears Holdings,Consumer Discretionary,Department Stores,North America,United States,5.2,36.2,-1.4,18.3,1146,http://www.forbes.com/companies/sears-holdings/,-0.076502732,-0.038674033,,,,,,,,,,,,
Alliance Data Systems,Consumer Discretionary,Business & Personal Services,North America,United States,14.5,4.3,0.5,13.2,1147,http://www.forbes.com/companies/alliance-data-systems/,0.037878788,0.11627907,,,,,,,,,,,,
El Puerto de Liverpool,Consumer Discretionary,Department Stores,North America,Mexico,14.3,5.8,0.6,7.4,1147,http://www.forbes.com/companies/el-puerto-de-liverpool/,0.081081081,0.103448276,,,,,,,,,,,,
Arch Capital Group,Financials,Property & Casualty Insurance,North America,Bermuda,7.7,3.5,0.7,19.6,1149,http://www.forbes.com/companies/arch-capital-group/,0.035714286,0.2,,,,,,,,,,,,
FMC Technologies,Energy,Oil Services & Equipment,North America,United States,12.5,7.1,0.5,6.6,1150,http://www.forbes.com/companies/fmc-technologies/,0.075757576,0.070422535,,,,,,,,,,,,
Verbund,Utilities,Electric Utilities,Europe,Austria,7.2,4.3,0.8,17.6,1151,http://www.forbes.com/companies/verbund/,0.045454545,0.186046512,,,,,,,,,,,,
Kintetsu,Industrials,Railroads,Asia,Japan,6.7,11.9,0.3,18.7,1151,http://www.forbes.com/companies/kintetsu/,0.016042781,0.025210084,,,,,,,,,,,,
HCL Technologies,Information Technology,Software & Programming,Asia,India,16.6,4.7,0.7,4.2,1153,http://www.forbes.com/companies/hcl-technologies/,0.166666667,0.14893617,,,,,,,,,,,,
Experian,Consumer Discretionary,Business & Personal Services,Europe,Ireland,18,4.8,0.7,8.2,1154,http://www.forbes.com/companies/experian/,0.085365854,0.145833333,,,,,,,,,,,,
E-mart,Consumer Discretionary,Discount Stores,Asia,South Korea,6.3,11.9,0.4,12.4,1155,http://www.forbes.com/companies/e-mart/,0.032258065,0.033613445,,,,,,,,,,,,
W&W-Wüstenrot,Financials,Investment Services,Europe,Germany,2.3,9,0.2,100.1,1156,http://www.forbes.com/companies/ww-wustenrot/,0.001998002,0.022222222,,,,,,,,,,,,
Sabesp,Utilities,Diversified Utilities,South America,Brazil,6.5,5.3,1,12.8,1157,http://www.forbes.com/companies/sabesp/,0.078125,0.188679245,,,,,,,,,,,,
Red Eléctrica,Utilities,Electric Utilities,Europe,Spain,11,2.3,0.7,13,1158,http://www.forbes.com/companies/red-electrica/,0.053846154,0.304347826,,,,,,,,,,,,
Intuit,Information Technology,Software & Programming,North America,United States,22.4,4.2,0.7,4.7,1158,http://www.forbes.com/companies/intuit/,0.14893617,0.166666667,,,,,,,,,,,,
Goldcorp,Materials,Diversified Metals & Mining,North America,Canada,19.9,3.8,-2.7,29.6,1160,http://www.forbes.com/companies/goldcorp/,-0.091216216,-0.710526316,,,,,,,,,,,,
Dai Nippon Printing,Consumer Discretionary,Printing & Publishing,Asia,Japan,6.1,14.7,0.3,14.7,1160,http://www.forbes.com/companies/dai-nippon-printing/,0.020408163,0.020408163,,,,,,,,,,,,
Quinenco,Industrials,Conglomerates,South America,Chile,3.5,8.6,0.3,56.7,1162,http://www.forbes.com/companies/quinenco/,0.005291005,0.034883721,,,,,,,,,,,,
Mitsubishi UFJ Lease,Financials,Rental & Leasing,Asia,Japan,4.3,7.2,0.4,41.3,1163,http://www.forbes.com/companies/mitsubishi-ufj-lease/,0.00968523,0.055555556,,,,,,,,,,,,
Saputo,Consumer Staples,Food Processing,North America,Canada,9.8,8.5,0.5,5.2,1164,http://www.forbes.com/companies/saputo/,0.096153846,0.058823529,,,,,,,,,,,,
Delta Electronics,Information Technology,Electronics,Asia,Taiwan,14.9,5.8,0.5,6.3,1165,http://www.forbes.com/companies/delta-electronics/,0.079365079,0.086206897,,,,,,,,,,,,
CPFL Energia,Utilities,Electric Utilities,South America,Brazil,7.8,7.2,0.4,13.2,1166,http://www.forbes.com/companies/cpfl-energia/,0.03030303,0.055555556,,,,,,,,,,,,
Chiba Bank,Financials,Major Banks,Asia,Japan,5.2,2.2,0.5,112.3,1167,http://www.forbes.com/companies/chiba-bank/,0.00445236,0.227272727,,,,,,,,,,,,
Global Logistic Properties,Financials,Real Estate,Asia,Singapore,9.9,0.6,0.7,13.5,1168,http://www.forbes.com/companies/global-logistic-properties/,0.051851852,1.166666667,,,,,,,,,,,,
Advanced Semiconductor,Information Technology,Semiconductors,Asia,Taiwan,8.6,7.4,0.5,9.6,1169,http://www.forbes.com/companies/advanced-semiconductor/,0.052083333,0.067567568,,,,,,,,,,,,
Enka,Industrials,Construction Services,Europe,Turkey,9.6,6.5,0.7,8.5,1170,http://www.forbes.com/companies/enka/,0.082352941,0.107692308,,,,,,,,,,,,
Henry Schein,Health Care,Medical Equipment & Supplies,North America,United States,10.2,9.6,0.4,5.6,1171,http://www.forbes.com/companies/henry-schein/,0.071428571,0.041666667,,,,,,,,,,,,
Lear,Consumer Discretionary,Auto & Truck Parts,North America,United States,7.1,16.2,0.4,8.3,1172,http://www.forbes.com/companies/lear/,0.048192771,0.024691358,,,,,,,,,,,,
Hyundai Glovis,Industrials,Other Transportation,Asia,South Korea,8.6,11.7,0.4,4.8,1173,http://www.forbes.com/companies/hyundai-glovis/,0.083333333,0.034188034,,,,,,,,,,,,
Amadeus IT Holdings,Information Technology,Software & Programming,Europe,Spain,18.9,4.1,0.7,7.5,1173,http://www.forbes.com/companies/amadeus-it-holdings/,0.093333333,0.170731707,,,,,,,,,,,,
Hang Lung Group,Financials,Real Estate,Asia,Hong Kong,6.8,1.3,0.6,25.7,1175,http://www.forbes.com/companies/hang-lung-group/,0.023346304,0.461538462,,,,,,,,,,,,
Autoliv,Consumer Discretionary,Auto & Truck Parts,Europe,Sweden,9.5,8.8,0.5,7,1176,http://www.forbes.com/companies/autoliv/,0.071428571,0.056818182,,,,,,,,,,,,
Inner Mongolia Yili,Consumer Staples,Food Processing,Asia,China,12.1,7.3,0.5,5.2,1176,http://www.forbes.com/companies/inner-mongolia-yili/,0.096153846,0.068493151,,,,,,,,,,,,
Zoomlion Heavy Industry,Industrials,Heavy Equipment,Asia,China,6.1,6.2,0.6,14.8,1176,http://www.forbes.com/companies/zoomlion-heavy-industry/,0.040540541,0.096774194,,,,,,,,,,,,
Braskem,Materials,Specialized Chemicals,South America,Brazil,5.3,19,0.2,20.5,1179,http://www.forbes.com/companies/braskem/,0.009756098,0.010526316,,,,,,,,,,,,
Doosan Heavy Industries,Industrials,Heavy Equipment,Asia,South Korea,3.5,17.5,0.1,26.3,1180,http://www.forbes.com/companies/doosan-heavy-industries/,0.003802281,0.005714286,,,,,,,,,,,,
Metalurgica Gerdau,Materials,Iron & Steel,South America,Brazil,2.9,18.5,0.2,24.8,1181,http://www.forbes.com/companies/metalurgica-gerdau/,0.008064516,0.010810811,,,,,,,,,,,,
Alrosa,Materials,Diversified Metals & Mining,Asia,Russia,7.8,5,1,10.4,1182,http://www.forbes.com/companies/alrosa/,0.096153846,0.2,,,,,,,,,,,,
Ameren,Utilities,Electric Utilities,North America,United States,9.9,5.8,0.3,21,1182,http://www.forbes.com/companies/ameren/,0.014285714,0.051724138,,,,,,,,,,,,
Sojitz,Industrials,Trading Companies,Asia,Japan,2.1,24.3,0.2,21.2,1182,http://www.forbes.com/companies/sojitz/,0.009433962,0.008230453,,,,,,,,,,,,
Caltex Australia,Energy,Oil & Gas Operations,Australia,Australia,5.4,23.5,0.5,5.4,1185,http://www.forbes.com/companies/caltex-australia/,0.092592593,0.021276596,,,,,,,,,,,,
Fidelity National Financial,Financials,Property & Casualty Insurance,North America,United States,8.9,8.6,0.4,10.5,1186,http://www.forbes.com/companies/fidelity-national-financial/,0.038095238,0.046511628,,,,,,,,,,,,
Nidec,Industrials,Electrical Equipment,Asia,Japan,18,8.5,0.2,10.8,1187,http://www.forbes.com/companies/nidec/,0.018518519,0.023529412,,,,,,,,,,,,
Hebei Iron & Steel,Materials,Iron & Steel,Asia,China,3.3,17.4,0,26.1,1187,http://www.forbes.com/companies/hebei-iron-steel/,0,0,,,,,,,,,,,,
American Financial Group,Financials,Diversified Insurance,North America,United States,5.2,5,0.5,40.9,1189,http://www.forbes.com/companies/american-financial-group/,0.012224939,0.1,,,,,,,,,,,,
Encana,Energy,Oil & Gas Operations,North America,Canada,15.8,5.7,0.2,17.6,1189,http://www.forbes.com/companies/encana/,0.011363636,0.035087719,,,,,,,,,,,,
Top Frontier Investment Holdings,,,Asia,Philippines,0.7,16.7,0,26.9,1191,http://www.forbes.com/companies/top-frontier-investment-holdings/,0,0,,,,,,,,,,,,
WR Berkley,Financials,Property & Casualty Insurance,North America,United States,5.3,6.4,0.5,20.6,1192,http://www.forbes.com/companies/wr-berkley/,0.024271845,0.078125,,,,,,,,,,,,
Moody's,Consumer Discretionary,Business & Personal Services,North America,United States,17.3,3,0.8,4.4,1193,http://www.forbes.com/companies/moodys/,0.181818182,0.266666667,,,,,,,,,,,,
Espirito Santo Financial,Financials,Regional Banks,Europe,Luxembourg,1.3,7.8,-0.1,113.6,1194,http://www.forbes.com/companies/espirito-santo-financial/,-0.000880282,-0.012820513,,,,,,,,,,,,
Jacobs Engineering,Industrials,Construction Services,North America,United States,8.4,12.1,0.4,8.4,1195,http://www.forbes.com/companies/jacobs-engineering/,0.047619048,0.033057851,,,,,,,,,,,,
Beijing Enterprises,Utilities,Natural Gas Utilities,Asia,Hong Kong,11.4,4.9,0.5,12.5,1196,http://www.forbes.com/companies/beijing-enterprises/,0.04,0.102040816,,,,,,,,,,,,
China Taiping Insurance,Financials,Diversified Insurance,Asia,Hong Kong,4.4,11.9,0.2,40.3,1197,http://www.forbes.com/companies/china-taiping-insurance/,0.004962779,0.016806723,,,,,,,,,,,,
ATOS,Information Technology,Computer Services,Europe,France,8.9,11.4,0.3,9.7,1198,http://www.forbes.com/companies/atos/,0.030927835,0.026315789,,,,,,,,,,,,
Flextronics International,Information Technology,Electronics,Asia,Singapore,5.6,24.7,0.3,12.8,1199,http://www.forbes.com/companies/flextronics-international/,0.0234375,0.012145749,,,,,,,,,,,,
Want Want China,Consumer Staples,Food Processing,Asia,China,20.3,3.8,0.7,4.3,1200,http://www.forbes.com/companies/want-want-china/,0.162790698,0.184210526,,,,,,,,,,,,
Yamaha Motor,Consumer Discretionary,Recreational Products,Asia,Japan,5.4,14.4,0.5,10.9,1201,http://www.forbes.com/companies/yamaha-motor/,0.04587156,0.034722222,,,,,,,,,,,,
Julius Baer Group,Financials,Investment Services,Europe,Switzerland,9.6,2.7,0.2,81.5,1202,http://www.forbes.com/companies/julius-baer-group/,0.002453988,0.074074074,,,,,,,,,,,,
S-Oil,Energy,Oil & Gas Operations,Asia,South Korea,6.6,28.5,0.3,11.4,1203,http://www.forbes.com/companies/s-oil/,0.026315789,0.010526316,,,,,,,,,,,,
Direct Line Insurance,Financials,Diversified Insurance,Europe,United Kingdom,6,6.1,0.5,17.8,1204,http://www.forbes.com/companies/direct-line-insurance/,0.028089888,0.081967213,,,,,,,,,,,,
Dr Pepper Snapple Group,Consumer Staples,Beverages,North America,United States,10.7,6,0.6,8.2,1205,http://www.forbes.com/companies/dr-pepper-snapple/,0.073170732,0.1,,,,,,,,,,,,
Pegatron,Information Technology,Electronics,Asia,Taiwan,3.5,32.2,0.3,13.9,1205,http://www.forbes.com/companies/pegatron/,0.021582734,0.00931677,,,,,,,,,,,,
Nintendo,Consumer Discretionary,Consumer Electronics,Asia,Japan,16.6,6.1,0,15.1,1207,http://www.forbes.com/companies/nintendo/,0,0,,,,,,,,,,,,
Banca MPS,Financials,Major Banks,Europe,Italy,4.5,6.7,-1.9,274.4,1207,http://www.forbes.com/companies/banca-mps/,-0.006924198,-0.28358209,,,,,,,,,,,,
BPI,Financials,Regional Banks,Asia,Philippines,7.9,1.5,0.4,27,1209,http://www.forbes.com/companies/bpi/,0.014814815,0.266666667,,,,,,,,,,,,
Cincinnati Financial,Financials,Diversified Insurance,North America,United States,7.8,4.5,0.5,18.1,1210,http://www.forbes.com/companies/cincinnati-financial/,0.027624309,0.111111111,,,,,,,,,,,,
Hindustan Petroleum,Energy,Oil & Gas Operations,Asia,India,1.7,35,0.1,17.1,1211,http://www.forbes.com/companies/hindustan-petroleum/,0.005847953,0.002857143,,,,,,,,,,,,
Mondi,Materials,Paper & Paper Products,Europe,United Kingdom,8.4,8.6,0.5,8.6,1211,http://www.forbes.com/companies/mondi/,0.058139535,0.058139535,,,,,,,,,,,,
Anadolu Efes,Consumer Staples,Beverages,Europe,Turkey,6.7,4.8,1.4,10.4,1213,http://www.forbes.com/companies/anadolu-efes/,0.134615385,0.291666667,,,,,,,,,,,,
HAL Trust,Financials,Investment Services,Europe,Netherlands,9.8,5.5,0.6,9.8,1214,http://www.forbes.com/companies/hal-trust/,0.06122449,0.109090909,,,,,,,,,,,,
Crown Castle International,Telecommunication Services,Telecommunications services,North America,United States,25,3,0.1,20.6,1215,http://www.forbes.com/companies/crown-castle-international/,0.004854369,0.033333333,,,,,,,,,,,,
Lennar,Industrials,Construction Services,North America,United States,8.3,6.3,0.5,11.3,1216,http://www.forbes.com/companies/lennar/,0.044247788,0.079365079,,,,,,,,,,,,
Equity Residential,Financials,Real Estate,North America,United States,21.1,2.4,-0.2,22.8,1217,http://www.forbes.com/companies/equity-residential/,-0.00877193,-0.083333333,,,,,,,,,,,,
Cosmo Oil,Energy,Oil & Gas Operations,Asia,Japan,1.5,35.4,0,16.9,1218,http://www.forbes.com/companies/cosmo-oil/,0,0,,,,,,,,,,,,
Zain,Telecommunication Services,Telecommunications services,Asia,Kuwait,9.7,4.4,0.8,11,1219,http://www.forbes.com/companies/zain/,0.072727273,0.181818182,,,,,,,,,,,,
ZTE,Information Technology,Communications Equipment,Asia,Hong Kong,7.2,12.1,0.2,16.7,1220,http://www.forbes.com/companies/zte/,0.011976048,0.016528926,,,,,,,,,,,,
Industrial Alliance Insurance,Financials,Life & Health Insurance,North America,Canada,4.1,6.3,0.4,39.9,1220,http://www.forbes.com/companies/industrial-alliance-insurance/,0.010025063,0.063492063,,,,,,,,,,,,
Wuliangye Yibin,Consumer Staples,Beverages,Asia,China,10.5,3.8,1.5,7.2,1222,http://www.forbes.com/companies/wuliangye-yibin/,0.208333333,0.394736842,,,,,,,,,,,,
Intuitive Surgical,Health Care,Medical Equipment & Supplies,North America,United States,18.9,2.3,0.7,4,1223,http://www.forbes.com/companies/intuitive-surgical/,0.175,0.304347826,,,,,,,,,,,,
Oriental Land,Consumer Discretionary,Hotels & Motels,Asia,Japan,13.7,4.7,0.7,6.4,1224,http://www.forbes.com/companies/oriental-land/,0.109375,0.14893617,,,,,,,,,,,,
PLDT,Telecommunication Services,Telecommunications services,Asia,Philippines,13.2,4,0.8,9,1225,http://www.forbes.com/companies/pldt/,0.088888889,0.2,,,,,,,,,,,,
Power Finance,Consumer Discretionary,Business & Personal Services,Asia,India,4.2,3.2,0.8,31.2,1226,http://www.forbes.com/companies/power-finance/,0.025641026,0.25,,,,,,,,,,,,
CH Robinson Worldwide,Industrials,Other Transportation,North America,United States,7.7,12.8,0.4,2.8,1227,http://www.forbes.com/companies/ch-robinson-worldwide/,0.142857143,0.03125,,,,,,,,,,,,
Sino-Ocean Land Holdings,Financials,Real Estate,Asia,China,3.9,5.1,0.7,22.8,1228,http://www.forbes.com/companies/sino-ocean-land-holdings/,0.030701754,0.137254902,,,,,,,,,,,,
Union Bank of India,Financials,Regional Banks,Asia,India,1.4,5.2,0.4,57.6,1229,http://www.forbes.com/companies/union-bank-of-india/,0.006944444,0.076923077,,,,,,,,,,,,
CP All,Consumer Discretionary,Specialty Stores,Asia,Thailand,12.1,8.9,0.3,8.8,1230,http://www.forbes.com/companies/cp-all/,0.034090909,0.033707865,,,,,,,,,,,,
Ajinomoto,Consumer Staples,Food Processing,Asia,Japan,8.9,10.5,0.3,10.6,1231,http://www.forbes.com/companies/ajinomoto/,0.028301887,0.028571429,,,,,,,,,,,,
Oji Holdings,Materials,Paper & Paper Products,Asia,Japan,4.6,13.3,0.3,18.3,1232,http://www.forbes.com/companies/oji-holdings/,0.016393443,0.022556391,,,,,,,,,,,,
Adani Enterprises,Industrials,Trading Companies,Asia,India,6.5,8.6,0.3,19.5,1233,http://www.forbes.com/companies/adani-enterprises/,0.015384615,0.034883721,,,,,,,,,,,,
Ingram Micro,Information Technology,Electronics,North America,United States,4.6,42.6,0.3,11.8,1234,http://www.forbes.com/companies/ingram-micro/,0.025423729,0.007042254,,,,,,,,,,,,
Avalonbay Communities,Financials,Real Estate,North America,United States,17,1.4,0.4,15.3,1235,http://www.forbes.com/companies/avalonbay-communities/,0.026143791,0.285714286,,,,,,,,,,,,
Host Hotels & Resorts,Financials,Real Estate,North America,United States,15.6,5.3,0.3,12.8,1236,http://www.forbes.com/companies/host-hotels-resorts/,0.0234375,0.056603774,,,,,,,,,,,,
Brown-Forman,Consumer Staples,Beverages,North America,United States,19.1,3,0.6,4,1237,http://www.forbes.com/companies/brown-forman/,0.15,0.2,,,,,,,,,,,,
JM Smucker,Consumer Staples,Food Processing,North America,United States,10.1,5.7,0.6,9,1238,http://www.forbes.com/companies/jm-smucker/,0.066666667,0.105263158,,,,,,,,,,,,
Saudi Arabian Fertilizers,Materials,Specialized Chemicals,Asia,Saudi Arabia,14.3,1.1,0.8,2.5,1239,http://www.forbes.com/companies/saudi-arabian-fertilizers/,0.32,0.727272727,,,,,,,,,,,,
Wärtsilä,Industrials,Heavy Equipment,Europe,Finland,11,6.2,0.5,7.2,1240,http://www.forbes.com/companies/wartsila/,0.069444444,0.080645161,,,,,,,,,,,,
Mead Johnson Nutrition,Consumer Staples,Household/Personal Care,North America,United States,17.3,4.2,0.6,3.5,1241,http://www.forbes.com/companies/mead-johnson-nutrition/,0.171428571,0.142857143,,,,,,,,,,,,
Analog Devices,Information Technology,Semiconductors,North America,United States,16.9,2.6,0.7,6.4,1242,http://www.forbes.com/companies/analog-devices/,0.109375,0.269230769,,,,,,,,,,,,
Xiamen C&D,Industrials,Trading Companies,Asia,China,2.4,16.2,0.4,11.6,1243,http://www.forbes.com/companies/xiamen-cd/,0.034482759,0.024691358,,,,,,,,,,,,
Clorox,Consumer Staples,Household/Personal Care,North America,United States,11.4,5.7,0.6,4.4,1244,http://www.forbes.com/companies/clorox/,0.136363636,0.105263158,,,,,,,,,,,,
Century Tokyo Leasing,Financials,Rental & Leasing,Asia,Japan,3,8,0.4,26.6,1244,http://www.forbes.com/companies/century-tokyo-leasing/,0.015037594,0.05,,,,,,,,,,,,
Amphenol,Information Technology,Electronics,North America,United States,14.6,4.6,0.6,6.2,1246,http://www.forbes.com/companies/amphenol/,0.096774194,0.130434783,,,,,,,,,,,,
Hong Leong Financial,Financials,Investment Services,Asia,Malaysia,5.1,2.5,0.5,56,1246,http://www.forbes.com/companies/hong-leong-financial/,0.008928571,0.2,,,,,,,,,,,,
Novolipetsk Steel,Materials,Iron & Steel,Asia,Russia,7.5,10.9,0.2,16.3,1248,http://www.forbes.com/companies/novolipetsk-steel/,0.012269939,0.018348624,,,,,,,,,,,,
Harbin Bank,Financials,Regional Banks,Asia,China,1.1,2.6,0.5,53.2,1249,http://www.forbes.com/companies/harbin-bank/,0.009398496,0.192307692,,,,,,,,,,,,
Banco Comercial Portugues,Financials,Regional Banks,Europe,Portugal,6.3,5,-1,113,1250,http://www.forbes.com/companies/banco-comercial-portugues/,-0.008849558,-0.2,,,,,,,,,,,,
Mitsui OSK Lines,Industrials,Other Transportation,Asia,Japan,4.7,17.1,-0.9,21.7,1251,http://www.forbes.com/companies/mitsui-osk-lines/,-0.041474654,-0.052631579,,,,,,,,,,,,
TUI,Consumer Discretionary,Business & Personal Services,Europe,Germany,4.3,24.4,0,17.5,1252,http://www.forbes.com/companies/tui/,0,0,,,,,,,,,,,,
First Quantum Minerals,Materials,Diversified Metals & Mining,North America,Canada,10.7,3.6,0.5,15.5,1253,http://www.forbes.com/companies/first-quantum-minerals/,0.032258065,0.138888889,,,,,,,,,,,,
Southwestern Energy,Energy,Oil & Gas Operations,North America,United States,16.2,3.1,0.7,8,1254,http://www.forbes.com/companies/southwestern-energy/,0.0875,0.225806452,,,,,,,,,,,,
Kotak Mahindra Bank,Financials,Regional Banks,Asia,India,9.9,2.9,0.4,18.3,1254,http://www.forbes.com/companies/kotak-mahindra-bank/,0.021857923,0.137931034,,,,,,,,,,,,
Agile Property Holdings,Financials,Real Estate,Asia,Hong Kong,2.9,5.4,0.8,16.7,1256,http://www.forbes.com/companies/agile-property-holdings/,0.047904192,0.148148148,,,,,,,,,,,,
Dubai Islamic Bank,Financials,Regional Banks,Asia,United Arab Emirates,6.8,1.3,0.4,30.8,1257,http://www.forbes.com/companies/dubai-islamic-bank/,0.012987013,0.307692308,,,,,,,,,,,,
